timestamp,track_id,object_class,range_m,azimuth_deg,elevation_deg,radial_velocity_mps,rcs_dbsm,snr_db,confidence
2026-06-29T12:00:36,1007,unknown,18.42,38.73,13.44,-13.96,-12.3,29.0,0.83
2026-06-29T12:00:36,1010,person,46.87,24.21,8.15,5.37,23.0,18.0,0.51
2026-06-29T12:00:36,1004,drone,69.51,10.61,1.94,4.49,-5.0,11.1,0.5
2026-06-29T12:00:36,1011,bicycle,60.64,-40.68,6.85,-7.15,-4.6,20.0,0.57
2026-06-29T12:00:36,1008,unknown,35.34,149.93,4.74,-11.32,19.1,20.2,0.58
2026-06-29T12:00:37,1008,person,37.04,-123.3,11.29,6.01,-8.0,17.8,0.51
2026-06-29T12:00:37,1002,person,118.24,105.14,-2.9,-0.18,-0.6,23.5,0.67
2026-06-29T12:00:37,1006,vehicle,117.99,-133.28,16.53,-13.03,0.9,27.4,0.78
2026-06-29T12:00:37,1010,vehicle,50.18,-32.6,7.25,-11.24,-2.3,10.0,0.5
2026-06-29T12:00:37,1011,vehicle,62.81,-133.8,14.87,1.54,8.5,28.7,0.82
2026-06-29T12:00:37,1005,person,61.09,132.56,14.94,0.54,-2.8,12.4,0.5
2026-06-29T12:00:37,1007,unknown,28.22,161.09,5.57,-6.48,-11.8,13.3,0.5
2026-06-29T12:00:38,1005,vehicle,71.63,29.03,-4.86,3.73,21.1,17.1,0.5
2026-06-29T12:00:38,1003,unknown,6.38,130.96,-7.56,13.46,15.8,15.1,0.5
2026-06-29T12:00:38,1012,person,69.3,42.52,-9.09,11.67,6.8,25.3,0.72
2026-06-29T12:00:38,1009,person,30.52,110.65,2.18,-1.39,12.5,12.3,0.5
2026-06-29T12:00:38,1002,person,56.54,-57.53,-5.69,10.84,-2.2,34.7,0.99
2026-06-29T12:00:38,1010,person,48.75,93.84,5.45,-11.81,-5.3,11.3,0.5
2026-06-29T12:00:39,1004,unknown,103.9,-29.47,18.88,12.07,17.5,33.2,0.95
2026-06-29T12:00:39,1003,bicycle,24.0,-122.64,19.88,-1.0,20.2,21.4,0.61
2026-06-29T12:00:39,1002,person,48.1,-15.4,-2.78,2.5,-13.1,15.6,0.5
2026-06-29T12:00:39,1001,vehicle,101.38,62.11,-1.43,-14.75,-10.7,11.6,0.5
2026-06-29T12:00:39,1005,person,44.84,-34.83,-8.64,-13.47,7.5,17.8,0.51
2026-06-29T12:00:40,1002,drone,34.65,176.07,10.41,-11.44,24.0,18.6,0.53
2026-06-29T12:00:40,1007,drone,41.68,158.02,12.65,-9.03,5.4,21.5,0.61
2026-06-29T12:00:40,1009,person,17.74,-60.11,4.21,-1.29,9.3,21.9,0.63
2026-06-29T12:00:40,1008,person,74.15,-121.5,19.72,7.18,-3.0,17.1,0.5
2026-06-29T12:00:41,1009,person,14.49,-30.05,-0.77,11.96,19.9,25.0,0.71
2026-06-29T12:00:41,1012,vehicle,32.97,56.01,19.16,2.35,-5.9,9.4,0.5
2026-06-29T12:00:41,1008,vehicle,63.62,79.63,13.24,-3.59,17.9,14.5,0.5
2026-06-29T12:00:41,1005,vehicle,84.51,-111.32,3.23,-2.44,1.5,13.5,0.5
2026-06-29T12:00:41,1010,vehicle,73.96,-10.22,15.45,6.82,13.2,22.0,0.63
2026-06-29T12:00:41,1007,vehicle,119.78,-7.79,1.3,13.7,3.4,22.4,0.64
2026-06-29T12:00:41,1001,vehicle,81.59,132.36,10.42,9.11,-4.4,21.1,0.6
2026-06-29T12:00:41,1003,unknown,34.56,-72.54,18.24,14.47,15.8,27.0,0.77
2026-06-29T12:00:42,1012,person,15.94,63.58,1.39,14.4,17.7,33.8,0.97
2026-06-29T12:00:42,1008,unknown,35.92,-76.45,11.42,-4.61,2.7,14.9,0.5
2026-06-29T12:00:42,1006,vehicle,25.45,13.89,17.99,5.89,-9.5,24.6,0.7
2026-06-29T12:00:42,1011,vehicle,30.23,61.14,5.93,4.14,-12.9,19.2,0.55
2026-06-29T12:00:42,1010,bicycle,13.41,97.48,-9.84,1.51,22.2,19.0,0.54
2026-06-29T12:00:42,1005,unknown,105.59,-8.12,-4.02,13.92,-2.2,25.4,0.73
2026-06-29T12:00:42,1009,unknown,12.1,26.69,6.05,6.69,22.5,32.7,0.93
2026-06-29T12:00:43,1007,unknown,48.54,-1.66,18.1,13.86,22.0,31.7,0.91
2026-06-29T12:00:43,1003,person,68.8,-141.37,19.49,-6.46,24.6,22.7,0.65
2026-06-29T12:00:43,1001,vehicle,112.72,126.38,4.04,-9.22,-10.5,12.4,0.5
2026-06-29T12:00:44,1011,drone,68.78,92.62,-4.74,10.68,20.9,30.3,0.87
2026-06-29T12:00:44,1005,vehicle,11.78,60.93,-4.46,-10.78,-2.1,14.7,0.5
2026-06-29T12:00:44,1003,person,29.41,91.35,18.62,-5.94,13.9,8.3,0.5
2026-06-29T12:00:44,1001,bicycle,83.59,-157.64,-6.45,-5.8,1.2,21.6,0.62
2026-06-29T12:00:44,1006,unknown,84.87,-68.05,-6.48,12.48,-3.2,24.6,0.7
2026-06-29T12:00:45,1003,vehicle,118.68,-45.5,11.06,12.38,15.3,29.7,0.85
2026-06-29T12:00:45,1008,unknown,91.78,64.92,7.87,8.62,6.0,22.3,0.64
2026-06-29T12:00:45,1012,person,110.19,-139.6,14.86,12.09,-6.9,22.5,0.64
2026-06-29T12:00:46,1006,person,25.84,29.93,-7.27,0.31,17.3,20.2,0.58
2026-06-29T12:00:46,1009,vehicle,55.63,-159.21,3.87,9.21,13.9,18.7,0.53
2026-06-29T12:00:46,1008,unknown,89.88,28.19,-8.64,-4.66,-12.4,34.8,0.99
2026-06-29T12:00:47,1008,person,22.83,-131.25,9.25,6.88,23.6,18.1,0.52
2026-06-29T12:00:47,1001,unknown,54.65,150.16,1.32,-12.59,23.6,31.6,0.9
2026-06-29T12:00:48,1011,person,65.17,10.38,11.84,-8.32,-14.9,8.6,0.5
2026-06-29T12:00:48,1006,person,81.31,16.0,5.96,9.7,-5.1,17.3,0.5
2026-06-29T12:00:48,1002,person,112.58,81.01,-6.61,9.28,1.8,28.7,0.82
2026-06-29T12:00:49,1004,person,71.88,-19.28,10.16,11.17,-5.2,9.2,0.5
2026-06-29T12:00:49,1012,person,65.46,91.58,13.28,-10.8,24.7,14.3,0.5
2026-06-29T12:00:50,1010,unknown,63.27,-31.12,-1.75,1.7,8.7,27.9,0.8
2026-06-29T12:00:50,1006,person,81.93,20.11,-8.59,-4.67,10.7,18.3,0.52
2026-06-29T12:00:50,1012,vehicle,84.01,-33.03,-1.0,-9.48,6.5,14.5,0.5
2026-06-29T12:00:50,1011,person,103.12,-128.03,3.89,-13.27,1.5,19.2,0.55
2026-06-29T12:00:50,1004,vehicle,47.53,-88.2,-0.09,-12.63,3.0,18.0,0.51
2026-06-29T12:00:50,1003,vehicle,99.78,-161.45,1.32,3.15,-13.4,10.0,0.5
2026-06-29T12:00:50,1002,unknown,71.13,61.72,-3.49,-8.73,21.3,16.2,0.5
2026-06-29T12:00:51,1004,unknown,15.4,179.85,4.37,-7.72,9.2,13.5,0.5
2026-06-29T12:00:51,1012,unknown,66.92,99.18,1.42,1.01,-0.6,15.1,0.5
2026-06-29T12:00:52,1008,person,50.55,22.51,-3.36,-10.62,-4.6,33.2,0.95
2026-06-29T12:00:52,1012,vehicle,50.98,-125.13,-0.1,-3.6,18.3,21.5,0.61
2026-06-29T12:00:52,1002,bicycle,82.65,-87.36,14.65,14.0,10.7,21.2,0.61
2026-06-29T12:00:52,1011,person,95.7,-119.06,11.61,-0.35,21.7,22.6,0.65
2026-06-29T12:00:52,1006,vehicle,8.46,-167.82,15.4,13.36,11.7,28.6,0.82
2026-06-29T12:00:52,1010,person,101.34,-96.68,11.22,-14.73,5.2,18.1,0.52
2026-06-29T12:00:53,1011,person,66.87,-175.73,5.88,-6.76,24.1,8.5,0.5
2026-06-29T12:00:53,1012,unknown,81.37,110.22,17.29,-11.79,-11.1,12.0,0.5
2026-06-29T12:00:53,1010,person,63.89,113.48,-1.98,-3.09,-0.1,19.0,0.54
2026-06-29T12:00:53,1008,vehicle,118.84,-98.69,10.52,10.44,11.1,31.2,0.89
2026-06-29T12:00:53,1009,drone,12.58,-43.46,6.58,-13.32,-14.6,12.6,0.5
2026-06-29T12:00:53,1001,vehicle,52.92,102.38,6.98,10.74,-11.2,22.3,0.64
2026-06-29T12:00:54,1004,unknown,83.54,24.04,-1.87,12.72,12.4,15.6,0.5
2026-06-29T12:00:54,1012,vehicle,79.49,-115.43,15.51,-14.53,-6.7,11.9,0.5
2026-06-29T12:00:55,1012,unknown,47.62,142.75,-0.05,7.67,-9.4,34.7,0.99
2026-06-29T12:00:55,1007,bicycle,60.84,170.76,-8.39,-1.89,18.5,17.2,0.5
2026-06-29T12:00:55,1002,drone,114.65,-37.19,13.21,-14.11,-4.1,34.8,0.99
2026-06-29T12:00:55,1005,vehicle,43.66,158.81,2.96,5.39,11.4,10.3,0.5
2026-06-29T12:00:55,1003,vehicle,96.07,76.72,-7.54,-10.37,13.5,25.1,0.72
2026-06-29T12:00:55,1009,bicycle,39.03,-141.64,-9.84,-5.75,-0.6,15.3,0.5
2026-06-29T12:00:55,1010,person,23.71,-18.42,6.64,-2.76,-13.9,17.6,0.5
