timestamp,core_id,sample_id,depth_top_cm,depth_bottom_cm,depth_mid_cm,penetration_force_n,drill_current_a,rotation_speed_rpm,regolith_temp_c,bulk_density_g_cm3,sample_mass_g,grain_size_median_um,cohesion_kpa,moisture_percent,volatile_flag,rock_fragment_percent,sample_quality,confidence
2026-06-29T12:00:18,core_01,core_01_0018,2,3,2.5,52.96,1.402,118.4,-41.07,1.524,7.499,70.0,0.473,0,none,5.24,good,0.904
2026-06-29T12:00:19,core_01,core_01_0019,3,4,3.5,55.68,1.379,115.2,-40.87,1.497,8.978,82.3,0.642,0,none,7.68,good,0.911
2026-06-29T12:00:20,core_01,core_01_0020,4,5,4.5,57.71,1.48,112.3,-40.67,1.54,8.595,70.6,0.799,0,none,4.84,good,0.967
2026-06-29T12:00:21,core_01,core_01_0021,5,6,5.5,64.24,1.451,112.1,-41.08,1.56,9.298,64.6,0.8,0,none,8.15,good,0.929
2026-06-29T12:00:22,core_01,core_01_0022,6,7,6.5,63.52,1.581,112.1,-40.6,1.606,8.72,74.9,0.791,0,none,6.86,good,0.953
2026-06-29T12:00:23,core_01,core_01_0023,7,8,7.5,77.95,1.532,111.3,-40.43,1.63,8.724,81.4,1.027,0,none,10.78,good,0.926
2026-06-29T12:00:24,core_01,core_01_0024,8,9,8.5,78.27,1.731,113.3,-39.92,1.625,8.526,78.7,0.937,0,none,10.01,good,0.966
2026-06-29T12:00:25,core_01,core_01_0025,9,10,9.5,82.51,1.67,112.3,-40.28,1.596,9.875,64.1,1.104,0,none,8.15,good,0.934
2026-06-29T12:00:26,core_01,core_01_0026,10,11,10.5,85.88,1.724,108.0,-39.48,1.613,10.174,74.6,1.073,0,none,11.55,good,0.939
2026-06-29T12:00:27,core_01,core_01_0027,11,12,11.5,96.33,1.878,110.6,-39.94,1.631,10.489,73.4,1.115,0,none,8.4,good,0.922
2026-06-29T12:00:28,core_01,core_01_0028,12,13,12.5,101.45,1.82,108.2,-39.1,1.712,9.531,78.3,1.394,0,none,10.6,good,0.943
2026-06-29T12:00:29,core_01,core_01_0029,13,14,13.5,107.31,1.97,111.3,-38.78,1.731,9.62,77.4,1.313,0,none,14.28,partial,0.776
2026-06-29T12:00:30,core_01,core_01_0030,14,15,14.5,109.98,1.911,110.6,-38.66,1.702,11.167,65.2,1.522,0,none,12.0,good,0.921
2026-06-29T12:00:31,core_01,core_01_0031,14,15,14.5,102.85,1.946,110.5,-39.12,1.683,11.34,66.7,1.473,0,none,11.63,good,0.969
2026-06-29T12:00:32,core_01,core_01_0032,0,1,0.5,43.11,1.175,120.4,-41.54,1.429,7.231,62.7,0.388,0,none,6.14,good,0.922
2026-06-29T12:00:33,core_01,core_01_0033,1,2,1.5,43.32,1.241,118.3,-41.67,1.469,7.023,82.5,0.491,0,none,6.62,good,0.952
2026-06-29T12:00:34,core_01,core_01_0034,2,3,2.5,49.3,1.306,115.2,-41.58,1.462,8.59,77.6,0.497,0,none,4.69,good,0.929
2026-06-29T12:00:35,core_01,core_01_0035,3,4,3.5,51.31,1.457,116.7,-41.42,1.486,8.891,75.3,0.571,0,none,6.65,good,0.9
2026-06-29T12:00:36,core_01,core_01_0036,4,5,4.5,59.06,1.434,114.7,-41.1,1.54,8.002,72.0,0.812,0,none,8.68,good,0.912
2026-06-29T12:00:37,core_01,core_01_0037,5,6,5.5,60.16,1.544,115.8,-40.81,1.563,8.95,66.1,0.689,0,none,4.58,good,0.917
2026-06-29T12:00:38,core_01,core_01_0038,6,7,6.5,66.04,1.567,111.8,-40.33,1.537,9.201,72.7,0.775,0,none,8.9,good,0.9
2026-06-29T12:00:39,core_01,core_01_0039,7,8,7.5,71.1,1.548,115.7,-40.18,1.559,9.129,62.2,0.85,0,none,10.59,good,0.932
2026-06-29T12:00:40,core_01,core_01_0040,8,9,8.5,78.08,1.725,114.7,-40.05,1.648,9.494,78.4,0.995,0,none,11.02,good,0.938
2026-06-29T12:00:41,core_01,core_01_0041,9,10,9.5,78.98,1.666,112.5,-39.78,1.625,9.952,73.8,1.102,0,none,8.21,good,0.905
2026-06-29T12:00:42,core_01,core_01_0042,10,11,10.5,87.28,1.702,109.4,-39.94,1.632,10.05,78.3,1.018,0,none,9.55,good,0.938
2026-06-29T12:00:43,core_01,core_01_0043,11,12,11.5,96.59,1.827,111.5,-39.78,1.658,10.524,79.9,1.18,0,none,7.67,good,0.925
2026-06-29T12:00:44,core_01,core_01_0044,12,13,12.5,95.69,1.906,109.9,-39.05,1.72,10.332,66.9,1.208,0,none,10.78,good,0.902
2026-06-29T12:00:45,core_01,core_01_0045,13,14,13.5,97.58,1.915,106.8,-38.98,1.694,10.576,62.4,1.33,0,none,12.09,good,0.902
2026-06-29T12:00:46,core_01,core_01_0046,14,15,14.5,101.14,1.954,106.6,-39.2,1.718,10.316,80.2,1.399,0,none,13.75,partial,0.778
2026-06-29T12:00:47,core_01,core_01_0047,14,15,14.5,107.01,2.053,107.4,-39.24,1.682,10.834,80.8,1.476,0,none,13.76,partial,0.786
2026-06-29T12:00:48,core_01,core_01_0048,0,1,0.5,32.98,1.254,118.1,-42.28,1.432,7.155,78.9,0.481,0,none,2.77,good,0.943
2026-06-29T12:00:49,core_01,core_01_0049,1,2,1.5,47.98,1.217,114.2,-41.99,1.504,7.519,78.5,0.608,0,none,4.68,good,0.95
2026-06-29T12:00:50,core_01,core_01_0050,2,3,2.5,42.56,1.377,118.4,-41.31,1.507,8.194,65.3,0.689,0,none,7.53,good,0.924
2026-06-29T12:00:51,core_01,core_01_0051,3,4,3.5,50.36,1.443,117.6,-41.36,1.516,7.616,85.6,0.665,0,none,8.34,good,0.95
2026-06-29T12:00:52,core_01,core_01_0052,4,5,4.5,54.44,1.489,115.2,-40.85,1.571,8.434,73.1,0.765,0,none,5.51,good,0.96
2026-06-29T12:00:53,core_01,core_01_0053,5,6,5.5,59.06,1.488,115.0,-41.16,1.583,8.48,63.5,0.872,0,none,5.52,good,0.915
2026-06-29T12:00:54,core_01,core_01_0054,6,7,6.5,69.48,1.511,110.7,-40.74,1.602,9.604,65.0,0.908,0,none,7.9,good,0.953
2026-06-29T12:00:55,core_01,core_01_0055,7,8,7.5,75.52,1.535,111.3,-40.28,1.589,9.407,70.4,0.943,0,none,8.34,good,0.937
2026-06-29T12:00:56,core_01,core_01_0056,8,9,8.5,79.37,1.617,110.8,-39.99,1.595,8.706,67.8,0.887,0,none,9.25,good,0.953
2026-06-29T12:00:57,core_01,core_01_0057,9,10,9.5,84.56,1.783,111.8,-40.2,1.626,9.179,65.7,0.981,0,possible_trace,7.93,good,0.913
2026-06-29T12:00:58,core_01,core_01_0058,10,11,10.5,92.49,1.769,112.2,-39.73,1.628,9.142,84.3,1.137,0,none,12.34,good,0.94
2026-06-29T12:00:59,core_01,core_01_0059,11,12,11.5,86.35,1.884,110.2,-39.59,1.639,10.469,73.2,1.094,0,none,11.41,good,0.904
2026-06-29T12:01:00,core_01,core_01_0060,12,13,12.5,102.59,1.806,111.3,-39.28,1.668,10.337,82.7,1.21,0,none,11.3,good,0.932
2026-06-29T12:01:01,core_01,core_01_0061,13,14,13.5,99.26,1.939,109.7,-38.83,1.741,10.764,86.5,1.278,0,none,9.97,good,0.946
2026-06-29T12:01:02,core_01,core_01_0062,14,15,14.5,100.57,1.965,108.9,-39.17,1.687,10.259,69.5,1.491,0,none,13.45,partial,0.752
2026-06-29T12:01:03,core_01,core_01_0063,14,15,14.5,108.03,1.999,110.9,-38.57,1.744,10.474,77.1,1.475,0,none,14.68,partial,0.778
2026-06-29T12:01:04,core_01,core_01_0064,0,1,0.5,40.45,1.238,116.4,-42.16,1.444,7.006,80.7,0.463,0,none,7.42,good,0.935
2026-06-29T12:01:05,core_01,core_01_0065,1,2,1.5,41.58,1.252,115.5,-42.02,1.441,7.166,87.4,0.574,0,none,5.75,good,0.967
2026-06-29T12:01:06,core_01,core_01_0066,2,3,2.5,41.82,1.374,116.2,-41.33,1.478,8.276,86.4,0.464,0,none,6.35,good,0.944
2026-06-29T12:01:07,core_01,core_01_0067,3,4,3.5,50.27,1.414,117.8,-41.58,1.503,7.974,81.2,0.567,0,none,9.04,good,0.957
2026-06-29T12:01:08,core_01,core_01_0068,4,5,4.5,55.08,1.515,114.4,-41.08,1.519,8.483,88.4,0.744,0,none,7.16,good,0.929
2026-06-29T12:01:09,core_01,core_01_0069,5,6,5.5,63.64,1.535,112.6,-40.94,1.573,8.752,87.1,0.756,0,none,8.62,good,0.908
2026-06-29T12:01:10,core_01,core_01_0070,6,7,6.5,62.97,1.555,114.0,-40.53,1.55,8.236,88.8,0.962,0,none,7.74,good,0.908
2026-06-29T12:01:11,core_01,core_01_0071,7,8,7.5,72.11,1.564,115.0,-40.4,1.607,9.868,70.9,0.934,0,none,7.8,good,0.965
2026-06-29T12:01:12,core_01,core_01_0072,8,9,8.5,74.25,1.7,111.8,-39.88,1.638,10.008,77.4,1.083,0,none,7.73,good,0.921
2026-06-29T12:01:13,core_01,core_01_0073,9,10,9.5,77.65,1.713,110.7,-39.57,1.627,9.61,78.4,1.054,0,none,8.5,good,0.913
2026-06-29T12:01:14,core_01,core_01_0074,10,11,10.5,90.11,1.687,112.5,-39.7,1.625,10.068,84.9,1.108,0,none,11.08,good,0.957
2026-06-29T12:01:15,core_01,core_01_0075,11,12,11.5,91.76,1.828,112.6,-39.55,1.628,10.552,76.1,1.221,0,none,10.37,good,0.951
2026-06-29T12:01:16,core_01,core_01_0076,12,13,12.5,96.3,1.942,108.7,-39.21,1.656,10.475,81.3,1.385,0,none,13.28,partial,0.78
2026-06-29T12:01:17,core_01,core_01_0077,13,14,13.5,104.71,1.98,106.2,-39.27,1.719,9.689,81.0,1.478,0,none,14.68,partial,0.772
2026-06-29T12:01:18,core_01,core_01_0078,14,15,14.5,111.0,1.964,109.5,-39.23,1.731,11.239,67.0,1.516,0,none,10.99,good,0.926
2026-06-29T12:01:19,core_01,core_01_0079,14,15,14.5,110.04,1.921,105.8,-38.88,1.726,11.187,80.9,1.361,0,none,14.71,partial,0.73
2026-06-29T12:01:20,core_01,core_01_0080,0,1,0.5,31.58,1.275,120.1,-42.09,1.44,7.891,70.0,0.39,0,none,3.84,good,0.941
2026-06-29T12:01:21,core_01,core_01_0081,1,2,1.5,46.54,1.232,116.3,-41.74,1.458,7.793,72.0,0.5,0,none,5.75,good,0.969
2026-06-29T12:01:22,core_01,core_01_0082,2,3,2.5,44.63,1.344,117.4,-41.08,1.509,8.425,67.6,0.583,0,none,5.81,good,0.963
2026-06-29T12:01:23,core_01,core_01_0083,3,4,3.5,50.49,1.409,116.4,-41.01,1.524,8.531,83.9,0.671,0,none,8.4,good,0.944
2026-06-29T12:01:24,core_01,core_01_0084,4,5,4.5,56.49,1.453,116.4,-40.92,1.519,7.804,73.8,0.769,0,none,4.95,good,0.909
2026-06-29T12:01:25,core_01,core_01_0085,5,6,5.5,67.1,1.546,112.9,-40.45,1.555,9.193,78.4,0.859,0,none,8.91,good,0.924
2026-06-29T12:01:26,core_01,core_01_0086,6,7,6.5,72.66,1.604,115.0,-40.24,1.543,9.655,90.2,0.932,0,possible_trace,7.16,good,0.955
2026-06-29T12:01:27,core_01,core_01_0087,7,8,7.5,74.07,1.628,113.5,-40.37,1.586,9.616,89.6,0.81,0,none,6.9,good,0.902
2026-06-29T12:01:28,core_01,core_01_0088,8,9,8.5,73.59,1.583,114.3,-40.14,1.642,9.968,74.4,0.968,0,none,6.87,good,0.966
2026-06-29T12:01:29,core_01,core_01_0089,9,10,9.5,86.51,1.648,111.4,-39.98,1.595,9.799,85.2,1.192,0,none,9.08,good,0.952
2026-06-29T12:01:30,core_01,core_01_0090,10,11,10.5,86.67,1.745,113.7,-39.83,1.614,8.992,76.3,1.124,0,none,12.8,good,0.96
2026-06-29T12:01:31,core_01,core_01_0091,11,12,11.5,97.47,1.791,109.7,-39.4,1.668,9.457,70.5,1.311,0,none,10.36,good,0.946
2026-06-29T12:01:32,core_01,core_01_0092,12,13,12.5,100.11,1.826,107.4,-39.26,1.645,10.27,69.3,1.361,0,none,9.41,good,0.915
2026-06-29T12:01:33,core_01,core_01_0093,13,14,13.5,106.41,1.84,111.2,-39.26,1.674,9.812,70.9,1.29,0,none,9.75,good,0.946
2026-06-29T12:01:34,core_01,core_01_0094,14,15,14.5,103.39,1.945,106.4,-39.29,1.744,9.877,85.7,1.441,0,none,13.71,partial,0.753
2026-06-29T12:01:35,core_01,core_01_0095,14,15,14.5,106.58,2.045,105.6,-38.9,1.689,11.046,88.9,1.439,0,none,11.98,good,0.967
2026-06-29T12:01:36,core_01,core_01_0096,0,1,0.5,39.7,1.225,120.1,-41.91,1.451,6.924,70.1,0.437,0,none,2.16,good,0.919
2026-06-29T12:01:37,core_01,core_01_0097,1,2,1.5,48.34,1.285,116.7,-41.64,1.464,7.989,70.7,0.536,0,none,7.42,good,0.946
2026-06-29T12:01:38,core_01,core_01_0098,2,3,2.5,46.75,1.29,115.4,-41.29,1.474,7.959,78.4,0.44,0,none,5.39,good,0.947
2026-06-29T12:01:39,core_01,core_01_0099,3,4,3.5,47.07,1.44,113.2,-41.53,1.549,7.601,86.3,0.714,0,none,6.7,good,0.941
2026-06-29T12:01:40,core_01,core_01_0100,4,5,4.5,55.44,1.466,116.5,-41.18,1.504,9.049,86.0,0.831,0,none,7.5,good,0.925
2026-06-29T12:01:41,core_01,core_01_0101,5,6,5.5,58.82,1.431,116.4,-41.06,1.565,8.461,87.1,0.794,0,none,9.28,good,0.959
2026-06-29T12:01:42,core_01,core_01_0102,6,7,6.5,68.78,1.471,116.2,-40.36,1.58,9.414,75.3,0.757,0,none,9.18,good,0.922
2026-06-29T12:01:43,core_01,core_01_0103,7,8,7.5,72.8,1.584,110.9,-40.8,1.62,9.313,69.8,0.989,0,none,6.79,good,0.929
2026-06-29T12:01:44,core_01,core_01_0104,8,9,8.5,80.26,1.664,109.8,-40.29,1.626,8.598,73.0,1.026,0,none,10.08,good,0.919
2026-06-29T12:01:45,core_01,core_01_0105,9,10,9.5,79.14,1.747,109.3,-39.98,1.623,9.415,76.1,1.117,0,none,9.49,good,0.947
2026-06-29T12:01:46,core_01,core_01_0106,10,11,10.5,80.89,1.728,109.3,-39.84,1.654,9.16,75.6,1.092,0,none,7.15,good,0.952
2026-06-29T12:01:47,core_01,core_01_0107,11,12,11.5,91.74,1.867,112.2,-39.64,1.681,9.269,90.2,1.085,0,none,7.75,good,0.964
2026-06-29T12:01:48,core_01,core_01_0108,12,13,12.5,99.18,1.853,107.4,-39.27,1.689,9.4,77.5,1.371,0,none,11.88,good,0.958
2026-06-29T12:01:49,core_01,core_01_0109,13,14,13.5,98.52,1.934,109.1,-39.45,1.73,10.213,77.2,1.315,0,none,10.7,good,0.912
2026-06-29T12:01:50,core_01,core_01_0110,14,15,14.5,111.4,1.949,109.7,-39.22,1.721,11.104,89.5,1.359,0,none,10.11,good,0.914
2026-06-29T12:01:51,core_01,core_01_0111,14,15,14.5,102.66,2.017,108.3,-38.7,1.733,11.0,88.3,1.419,0,none,14.78,partial,0.76
2026-06-29T12:01:52,core_01,core_01_0112,0,1,0.5,38.99,1.171,115.1,-41.79,1.488,7.514,77.4,0.344,0,none,2.1,good,0.936
2026-06-29T12:01:53,core_01,core_01_0113,1,2,1.5,46.38,1.212,119.2,-41.72,1.443,8.388,85.0,0.482,0,none,5.08,good,0.939
2026-06-29T12:01:54,core_01,core_01_0114,2,3,2.5,51.05,1.358,115.3,-41.15,1.493,7.994,74.0,0.431,0,none,3.45,good,0.963
2026-06-29T12:01:55,core_01,core_01_0115,3,4,3.5,48.34,1.346,115.3,-41.08,1.516,8.15,83.1,0.531,0,none,5.6,good,0.92
2026-06-29T12:01:56,core_01,core_01_0116,4,5,4.5,60.67,1.464,112.4,-41.17,1.542,7.811,86.9,0.64,0,none,8.24,good,0.946
2026-06-29T12:01:57,core_01,core_01_0117,5,6,5.5,63.13,1.436,113.4,-40.53,1.539,9.422,87.5,0.743,0,none,8.0,good,0.966
2026-06-29T12:01:58,core_01,core_01_0118,6,7,6.5,70.82,1.574,115.6,-40.71,1.595,9.269,87.3,0.854,0,none,8.84,good,0.93
2026-06-29T12:01:59,core_01,core_01_0119,7,8,7.5,68.57,1.672,112.9,-40.51,1.564,8.662,74.3,0.802,0,none,10.57,good,0.907
2026-06-29T12:02:00,core_01,core_01_0120,8,9,8.5,71.39,1.627,113.9,-39.92,1.639,8.723,80.2,0.899,0,none,11.02,good,0.954
2026-06-29T12:02:01,core_01,core_01_0121,9,10,9.5,80.8,1.735,110.1,-40.24,1.622,9.437,78.1,1.136,0,none,9.26,good,0.937
2026-06-29T12:02:02,core_01,core_01_0122,10,11,10.5,90.82,1.739,113.7,-39.51,1.644,10.515,82.5,1.079,0,none,9.39,good,0.937
2026-06-29T12:02:03,core_01,core_01_0123,11,12,11.5,87.39,1.773,111.2,-39.29,1.689,10.552,84.8,1.102,0,none,12.71,good,0.96
2026-06-29T12:02:04,core_01,core_01_0124,12,13,12.5,101.53,1.81,109.3,-39.12,1.665,10.881,76.9,1.273,0,none,10.26,good,0.902
2026-06-29T12:02:05,core_01,core_01_0125,13,14,13.5,107.53,1.9,106.2,-39.12,1.681,11.069,91.9,1.402,0,none,13.45,partial,0.73
2026-06-29T12:02:06,core_01,core_01_0126,14,15,14.5,102.2,2.006,108.0,-38.64,1.736,9.802,73.8,1.365,0,none,14.24,partial,0.758
2026-06-29T12:02:07,core_01,core_01_0127,14,15,14.5,103.99,1.942,105.6,-38.88,1.69,10.465,91.0,1.421,0,none,9.9,good,0.963
2026-06-29T12:02:08,core_01,core_01_0128,0,1,0.5,34.37,1.17,117.2,-42.28,1.461,7.79,77.9,0.383,0,none,5.75,good,0.906
2026-06-29T12:02:09,core_01,core_01_0129,1,2,1.5,42.49,1.358,117.3,-42.03,1.48,7.645,83.5,0.518,0,none,8.19,good,0.918
2026-06-29T12:02:10,core_01,core_01_0130,2,3,2.5,50.13,1.354,118.0,-41.24,1.484,8.41,80.3,0.426,0,none,6.11,good,0.957
2026-06-29T12:02:11,core_01,core_01_0131,3,4,3.5,54.61,1.408,117.5,-41.03,1.513,7.548,91.1,0.615,0,none,5.13,good,0.903
2026-06-29T12:02:12,core_01,core_01_0132,4,5,4.5,57.38,1.518,115.3,-41.41,1.569,8.065,90.7,0.614,0,none,6.04,good,0.955
2026-06-29T12:02:13,core_01,core_01_0133,5,6,5.5,60.55,1.556,115.8,-40.96,1.523,9.305,82.0,0.906,0,none,7.41,good,0.935
2026-06-29T12:02:14,core_01,core_01_0134,6,7,6.5,69.79,1.479,114.3,-40.6,1.595,9.402,85.9,0.797,0,none,5.45,good,0.946
2026-06-29T12:02:15,core_01,core_01_0135,7,8,7.5,74.28,1.576,110.3,-40.32,1.584,9.692,81.4,1.059,0,none,7.15,good,0.969
2026-06-29T12:02:16,core_01,core_01_0136,8,9,8.5,75.29,1.702,113.4,-40.53,1.62,10.038,76.5,1.023,0,none,10.72,good,0.902
2026-06-29T12:02:17,core_01,core_01_0137,9,10,9.5,80.46,1.717,112.3,-39.75,1.617,9.813,95.9,1.031,0,none,11.15,good,0.94
2026-06-29T12:02:18,core_01,core_01_0138,10,11,10.5,83.8,1.698,112.4,-39.84,1.658,9.738,82.6,1.157,0,none,8.67,good,0.918
2026-06-29T12:02:19,core_01,core_01_0139,11,12,11.5,96.73,1.812,108.1,-39.15,1.648,10.518,84.3,1.325,0,none,10.3,good,0.906
2026-06-29T12:02:20,core_01,core_01_0140,12,13,12.5,94.84,1.797,109.9,-39.06,1.669,10.793,94.0,1.346,0,none,13.73,partial,0.765
2026-06-29T12:02:21,core_01,core_01_0141,13,14,13.5,98.01,1.862,110.7,-39.11,1.672,9.622,86.9,1.323,0,none,13.52,partial,0.759
2026-06-29T12:02:22,core_01,core_01_0142,14,15,14.5,112.53,2.008,108.5,-39.24,1.705,11.024,93.5,1.314,0,none,15.07,partial,0.765
2026-06-29T12:02:23,core_01,core_01_0143,14,15,14.5,111.07,2.018,109.2,-38.76,1.708,10.084,97.1,1.414,0,none,14.7,partial,0.724
2026-06-29T12:02:24,core_01,core_01_0144,0,1,0.5,35.34,1.26,116.7,-42.17,1.433,8.312,95.5,0.504,0,none,3.27,good,0.944
2026-06-29T12:02:25,core_01,core_01_0145,1,2,1.5,42.8,1.28,115.0,-41.98,1.462,8.527,77.8,0.524,0,none,6.62,good,0.942
2026-06-29T12:02:26,core_01,core_01_0146,2,3,2.5,41.67,1.261,117.2,-41.42,1.523,8.156,89.9,0.628,0,none,5.33,good,0.945
2026-06-29T12:02:27,core_01,core_01_0147,3,4,3.5,57.75,1.384,117.5,-41.15,1.499,8.543,81.5,0.507,0,none,3.73,good,0.931
2026-06-29T12:02:28,core_01,core_01_0148,4,5,4.5,54.95,1.475,116.4,-41.28,1.543,9.037,97.9,0.597,0,none,6.12,good,0.939
2026-06-29T12:02:29,core_01,core_01_0149,5,6,5.5,59.11,1.429,113.1,-40.85,1.534,8.488,89.4,0.703,0,none,9.63,good,0.911
2026-06-29T12:02:30,core_01,core_01_0150,6,7,6.5,70.22,1.546,113.8,-40.55,1.556,8.885,82.1,0.713,0,none,10.64,good,0.935
2026-06-29T12:02:31,core_01,core_01_0151,7,8,7.5,66.61,1.599,115.3,-40.63,1.578,9.347,86.1,0.93,0,none,10.58,good,0.93
2026-06-29T12:02:32,core_01,core_01_0152,8,9,8.5,75.32,1.637,112.8,-40.0,1.63,8.825,88.2,0.874,0,none,9.06,good,0.954
2026-06-29T12:02:33,core_01,core_01_0153,9,10,9.5,77.29,1.783,111.0,-39.58,1.642,9.999,83.2,1.19,0,none,11.1,good,0.914
2026-06-29T12:02:34,core_01,core_01_0154,10,11,10.5,82.44,1.733,110.8,-39.76,1.61,9.671,89.7,1.144,0,none,9.07,good,0.943
2026-06-29T12:02:35,core_01,core_01_0155,11,12,11.5,89.32,1.787,112.3,-39.15,1.684,10.005,92.3,1.157,0,none,12.53,good,0.926
2026-06-29T12:02:36,core_01,core_01_0156,12,13,12.5,100.23,1.903,110.8,-38.95,1.69,9.409,86.8,1.417,0,none,12.86,good,0.954
2026-06-29T12:02:37,core_01,core_01_0157,13,14,13.5,97.65,1.941,109.7,-38.94,1.709,10.926,79.1,1.411,0,none,8.89,good,0.966
2026-06-29T12:02:38,core_01,core_01_0158,14,15,14.5,102.35,2.004,107.8,-39.29,1.706,11.033,97.7,1.538,0,none,13.65,partial,0.724
2026-06-29T12:02:39,core_01,core_01_0159,14,15,14.5,108.48,1.977,107.2,-39.14,1.707,10.07,97.6,1.389,0,none,11.36,good,0.954
2026-06-29T12:02:40,core_01,core_01_0160,0,1,0.5,38.79,1.177,116.1,-41.78,1.475,7.7,81.3,0.539,0,none,3.55,good,0.92
2026-06-29T12:02:41,core_01,core_01_0161,1,2,1.5,40.59,1.349,118.8,-41.52,1.463,7.458,78.9,0.529,0,none,4.58,good,0.969
2026-06-29T12:02:42,core_01,core_01_0162,2,3,2.5,44.82,1.299,117.6,-41.1,1.521,7.788,86.7,0.485,0,none,5.71,good,0.914
2026-06-29T12:02:43,core_01,core_01_0163,3,4,3.5,47.91,1.405,116.2,-40.91,1.531,7.835,92.3,0.635,0,none,7.19,good,0.904
2026-06-29T12:02:44,core_01,core_01_0164,4,5,4.5,60.45,1.361,115.3,-40.87,1.502,9.147,86.1,0.822,0,none,9.17,good,0.933
2026-06-29T12:02:45,core_01,core_01_0165,5,6,5.5,63.88,1.559,111.9,-40.46,1.538,8.792,89.3,0.836,0,none,10.05,good,0.964
2026-06-29T12:02:46,core_01,core_01_0166,6,7,6.5,72.1,1.626,113.0,-40.31,1.545,8.879,99.0,0.976,0,possible_trace,10.52,good,0.961
2026-06-29T12:02:47,core_01,core_01_0167,7,8,7.5,77.8,1.566,115.9,-40.35,1.559,9.169,88.5,1.043,0,none,10.61,good,0.933
2026-06-29T12:02:48,core_01,core_01_0168,8,9,8.5,76.44,1.614,110.5,-40.5,1.582,9.692,95.8,1.012,0,none,10.58,good,0.912
2026-06-29T12:02:49,core_01,core_01_0169,9,10,9.5,82.05,1.641,112.7,-39.66,1.653,9.022,80.3,1.017,0,none,8.05,good,0.918
2026-06-29T12:02:50,core_01,core_01_0170,10,11,10.5,84.42,1.796,108.1,-39.56,1.682,9.986,93.6,1.017,0,none,7.81,good,0.921
2026-06-29T12:02:51,core_01,core_01_0171,11,12,11.5,94.18,1.783,108.0,-39.54,1.696,10.619,84.2,1.245,0,none,8.95,good,0.909
2026-06-29T12:02:52,core_01,core_01_0172,12,13,12.5,95.66,1.875,109.5,-39.14,1.692,10.227,93.2,1.208,0,none,9.65,good,0.953
