timestamp,mission_elapsed_s,track_id,target_class,range_m,azimuth_deg,elevation_deg,radial_velocity_mps,rcs_dbsm,snr_db,doppler_hz,surface_slope_deg,regolith_roughness_index,multipath_risk,illumination_condition,confidence
2026-06-29T12:00:05,5,4118,regolith_mound,76.51,-166.86,21.81,-0.08,4.2,26.5,-40.8,7.5,0.79,low,low_sun,0.84
2026-06-29T12:00:05,5,4117,lander_leg,3.5,-23.15,-11.01,0.005,23.4,40.9,2.5,24.9,0.353,medium,low_sun,0.99
2026-06-29T12:00:06,6,4112,equipment,77.97,-105.09,-11.5,0.039,26.2,31.2,19.8,10.2,0.403,low,low_sun,0.99
2026-06-29T12:00:06,6,4120,boulder,0.92,10.15,5.48,0.031,14.2,38.3,15.8,23.1,0.505,medium,low_sun,0.99
2026-06-29T12:00:06,6,4103,shadow_edge,168.74,61.21,6.45,0.015,1.1,13.3,7.5,11.1,0.148,low,low_sun,0.62
2026-06-29T12:00:06,6,4106,boulder,121.82,102.04,-14.78,0.074,15.6,26.2,37.7,6.4,0.449,low,low_sun,0.96
2026-06-29T12:00:06,6,4101,crater_rim,152.99,84.19,12.38,-0.022,17.1,26.8,-11.1,0.1,0.427,low,low_sun,0.85
2026-06-29T12:00:06,6,4104,regolith_mound,178.39,53.75,8.73,0.036,4.1,20.3,18.3,10.6,0.214,low,low_sun,0.74
2026-06-29T12:00:06,6,4109,small_rock,176.96,-28.0,-6.2,0.015,-0.7,17.6,7.6,8.0,0.259,low,low_sun,0.69
2026-06-29T12:00:06,6,4111,shadow_edge,142.74,-107.23,-8.54,-0.031,-9.8,9.5,-16.1,0,0.386,low,low_sun,0.56
2026-06-29T12:00:06,6,4113,boulder,168.32,79.84,16.64,0.023,8.2,21.5,11.9,21.7,0.73,medium,low_sun,0.88
2026-06-29T12:00:06,6,4108,crater_floor,19.59,169.6,15.49,0.029,6.3,37.6,14.7,20.1,0.545,medium,low_sun,0.99
2026-06-29T12:00:07,7,4103,crater_floor,57.1,-25.42,11.49,0.02,7.3,27.4,10.1,8.0,0.137,low,low_sun,0.86
2026-06-29T12:00:07,7,4117,crater_rim,191.37,32.91,11.21,-0.016,17.6,26.0,-8.4,0,0.333,low,low_sun,0.83
2026-06-29T12:00:07,7,4108,crater_floor,175.78,158.04,3.63,-0.015,8.1,27.5,-7.5,13.7,0.559,low,low_sun,0.86
2026-06-29T12:00:07,7,4120,small_rock,102.2,-123.3,18.84,0.012,-4.9,24.3,5.9,20.2,0.352,medium,low_sun,0.8
2026-06-29T12:00:07,7,4104,small_rock,39.48,36.94,2.37,-0.011,-5.1,26.3,-5.4,23.3,0.598,medium,low_sun,0.84
2026-06-29T12:00:07,7,4119,regolith_mound,105.19,-25.66,29.73,0.046,8.2,23.2,23.6,8.0,0.559,low,low_sun,0.79
2026-06-29T12:00:07,7,4112,crater_floor,188.42,112.43,-13.84,-0.025,7.7,19.9,-13.1,12.1,0.422,low,low_sun,0.73
2026-06-29T12:00:08,8,4103,regolith_mound,90.57,60.04,16.77,-0.039,5.0,29.5,-20.0,21.7,0.339,medium,low_sun,0.89
2026-06-29T12:00:08,8,4114,small_rock,123.27,64.82,-6.71,0.009,-2.9,21.2,4.7,2.7,0.709,low,low_sun,0.75
2026-06-29T12:00:08,8,4111,small_rock,88.34,171.75,33.66,0.018,-1.9,21.2,9.2,6.5,0.571,low,low_sun,0.75
2026-06-29T12:00:08,8,4118,crater_rim,61.07,-178.21,21.8,-0.083,29.9,40.9,-42.5,7.9,0.379,low,low_sun,0.99
2026-06-29T12:00:08,8,4109,rover_track,37.79,167.39,8.24,0.083,-6.2,22.9,42.4,0,0.32,low,low_sun,0.78
2026-06-29T12:00:09,9,4108,crater_floor,124.32,-27.38,2.51,0.024,11.4,30.0,12.4,0,0.714,low,low_sun,0.9
2026-06-29T12:00:09,9,4104,unknown,115.24,-24.37,23.48,0.038,3.1,25.9,19.4,1.2,0.274,low,low_sun,0.83
2026-06-29T12:00:09,9,4109,crater_rim,63.51,-151.47,21.26,-0.027,21.1,38.2,-14.1,9.5,0.618,low,low_sun,0.99
2026-06-29T12:00:09,9,4111,small_rock,196.39,23.79,3.1,0.069,-2.7,13.8,35.1,6.3,0.28,low,low_sun,0.63
2026-06-29T12:00:09,9,4113,crater_floor,109.2,-43.8,3.6,0.026,15.7,30.4,13.5,7.6,0.576,low,low_sun,0.91
2026-06-29T12:00:09,9,4102,crater_rim,56.6,90.27,21.23,0.01,19.0,32.5,5.2,3.8,0.244,low,low_sun,0.94
2026-06-29T12:00:09,9,4119,small_rock,141.6,74.05,-7.81,-0.067,-0.2,22.0,-34.5,22.9,0.435,medium,low_sun,0.77
2026-06-29T12:00:10,10,4101,regolith_mound,215.01,20.66,6.73,-0.004,13.0,24.0,-2.2,6.5,0.493,low,low_sun,0.8
2026-06-29T12:00:10,10,4118,boulder,103.49,119.39,-6.99,0.01,18.9,29.1,5.3,21.1,0.212,medium,low_sun,0.99
2026-06-29T12:00:10,10,4111,unknown,154.38,23.23,9.88,0.035,11.2,20.9,17.9,7.9,0.538,low,low_sun,0.75
2026-06-29T12:00:10,10,4104,equipment,75.35,-16.03,-2.36,-0.588,18.3,30.8,-301.6,11.3,0.172,low,low_sun,0.99
2026-06-29T12:00:10,10,4106,crater_floor,135.0,161.7,1.91,0.007,6.2,19.3,3.5,11.7,0.575,low,low_sun,0.72
2026-06-29T12:00:10,10,4109,crater_floor,8.78,-16.93,4.51,-0.064,-1.0,29.5,-32.6,2.4,0.283,low,low_sun,0.89
2026-06-29T12:00:11,11,4119,rover_track,72.12,-139.11,-9.11,-0.012,-6.0,27.0,-6.3,1.0,0.262,low,low_sun,0.85
2026-06-29T12:00:11,11,4102,crater_rim,68.22,88.72,14.73,0.041,26.5,42,21.1,6.8,0.366,low,low_sun,0.99
2026-06-29T12:00:11,11,4104,small_rock,194.47,-164.55,-1.12,-0.033,-2.7,14.7,-16.7,25.4,0.573,medium,low_sun,0.65
2026-06-29T12:00:11,11,4112,equipment,115.95,14.04,-5.18,0.003,24.3,37.2,1.3,22.4,0.433,medium,low_sun,0.99
2026-06-29T12:00:11,11,4110,small_rock,105.35,-29.37,2.18,-0.013,-1.1,25.6,-6.6,8.1,0.029,low,low_sun,0.83
2026-06-29T12:00:11,11,4106,small_rock,20.07,7.07,7.94,-0.024,-1.0,28.0,-12.1,0,0.363,low,low_sun,0.87
2026-06-29T12:00:11,11,4101,boulder,165.12,-70.38,23.47,0.011,11.2,25.2,5.8,21.5,0.422,medium,low_sun,0.94
2026-06-29T12:00:11,11,4114,crater_floor,214.57,-41.3,26.87,-0.045,3.3,16.0,-22.9,24.5,0.345,medium,low_sun,0.67
2026-06-29T12:00:12,12,4103,rover_track,87.01,12.48,-9.27,-0.021,-3.4,20.2,-10.9,13.5,0.727,low,low_sun,0.74
2026-06-29T12:00:12,12,4119,boulder,188.77,64.05,28.13,-0.054,20.1,27.6,-27.6,21.8,0.128,medium,low_sun,0.98
2026-06-29T12:00:12,12,4120,small_rock,113.43,-38.09,21.99,-0.057,-1.9,19.9,-29.3,13.8,0.388,low,low_sun,0.73
2026-06-29T12:00:12,12,4113,regolith_mound,168.15,59.41,-7.96,-0.031,3.8,20.3,-15.8,10.3,0.047,low,low_sun,0.74
2026-06-29T12:00:12,12,4109,shadow_edge,63.51,-1.27,-10.3,0.02,-8.1,24.3,10.2,15.2,0.617,medium,low_sun,0.81
2026-06-29T12:00:12,12,4112,equipment,109.2,-24.86,-5.33,0.047,12.0,29.3,24.2,6.8,0.419,low,low_sun,0.99
2026-06-29T12:00:12,12,4115,small_rock,203.26,-6.79,28.84,-0.031,1.0,12.7,-15.6,15.0,0.48,medium,low_sun,0.61
2026-06-29T12:00:12,12,4105,boulder,18.54,32.71,11.7,-0.027,14.0,37.0,-13.7,17.8,0.686,medium,low_sun,0.99
2026-06-29T12:00:13,13,4104,shadow_edge,169.33,18.72,-17.76,-0.008,-9.6,12.4,-4.2,16.9,0.396,medium,low_sun,0.61
2026-06-29T12:00:13,13,4112,small_rock,197.83,-26.47,-16.54,0.007,-1.6,17.2,3.5,15.3,0.219,medium,low_sun,0.69
2026-06-29T12:00:13,13,4118,unknown,30.37,43.45,18.22,0.003,0.7,33.8,1.5,13.0,0.139,low,low_sun,0.96
2026-06-29T12:00:13,13,4101,crater_rim,64.97,83.52,-14.6,0.013,22.9,36.3,6.7,9.7,0.218,low,low_sun,0.99
2026-06-29T12:00:14,14,4108,unknown,32.5,-115.33,-8.4,-0.027,3.3,26.3,-13.9,8.9,0.388,low,low_sun,0.84
2026-06-29T12:00:14,14,4113,small_rock,75.09,-104.88,22.6,0.013,6.4,27.5,6.5,21.9,0.405,medium,low_sun,0.86
2026-06-29T12:00:14,14,4114,small_rock,119.68,-46.85,19.17,-0.023,-3.2,18.5,-12.0,14.5,0.167,low,low_sun,0.71
2026-06-29T12:00:14,14,4111,unknown,194.98,-128.92,-17.42,0.075,7.7,20.5,38.3,10.5,0.383,low,low_sun,0.74
2026-06-29T12:00:14,14,4105,crater_floor,124.85,-23.66,31.25,-0.01,1.3,19.6,-4.9,10.5,0.251,low,low_sun,0.73
2026-06-29T12:00:14,14,4115,regolith_mound,74.57,136.7,27.42,-0.032,11.7,35.0,-16.5,0,0.626,low,low_sun,0.98
2026-06-29T12:00:14,14,4119,equipment,89.0,-134.9,-8.49,0.018,22.1,30.4,9.4,37.1,0.367,high,low_sun,0.91
2026-06-29T12:00:14,14,4120,shadow_edge,137.55,87.43,6.75,-0.008,-4.6,22.2,-3.9,16.3,0.51,medium,low_sun,0.77
2026-06-29T12:00:14,14,4107,boulder,184.53,34.75,8.81,-0.065,12.9,25.4,-33.1,19.7,0.223,medium,low_sun,0.94
2026-06-29T12:00:15,15,4107,boulder,75.66,-111.92,17.87,0.069,13.3,33.8,35.1,4.6,0.727,low,low_sun,0.99
2026-06-29T12:00:15,15,4113,small_rock,79.8,-30.36,31.05,-0.047,-1.7,20.8,-24.3,2.5,0.371,low,low_sun,0.75
2026-06-29T12:00:15,15,4120,boulder,194.29,24.01,22.31,0.054,23.0,26.5,27.9,12.0,0.447,low,low_sun,0.96
2026-06-29T12:00:15,15,4111,crater_rim,103.28,17.13,30.76,-0.05,11.5,27.8,-25.8,24.2,0.201,medium,low_sun,0.86
2026-06-29T12:00:16,16,4114,crater_rim,22.5,61.75,7.54,-0.009,19.1,40.3,-4.9,13.7,0.366,low,low_sun,0.99
2026-06-29T12:00:16,16,4117,small_rock,120.48,166.61,23.73,-0.01,6.1,23.6,-5.2,6.3,0.283,low,low_sun,0.79
2026-06-29T12:00:16,16,4120,small_rock,40.68,-161.55,17.53,0.079,4.0,30.6,40.7,10.1,0.386,low,low_sun,0.91
2026-06-29T12:00:16,16,4102,regolith_mound,113.28,-113.76,34.49,0.001,6.6,23.2,0.7,11.7,0.518,low,low_sun,0.79
2026-06-29T12:00:16,16,4118,small_rock,70.01,67.65,13.65,0.009,5.5,28.9,4.7,6.0,0.229,low,low_sun,0.88
2026-06-29T12:00:16,16,4108,crater_rim,81.36,24.43,-1.78,-0.026,18.8,36.5,-13.2,25.6,0.517,high,low_sun,0.89
2026-06-29T12:00:16,16,4104,regolith_mound,103.28,-175.43,13.92,-0.033,-3.4,26.3,-16.7,19.2,0.614,medium,low_sun,0.84
2026-06-29T12:00:17,17,4106,small_rock,142.11,142.45,-1.26,0.048,3.8,24.3,24.5,25.9,0.245,medium,low_sun,0.8
2026-06-29T12:00:17,17,4117,crater_floor,123.9,-60.25,-2.37,-0.008,8.3,28.2,-4.3,23.4,0.303,medium,low_sun,0.87
2026-06-29T12:00:17,17,4118,crater_rim,126.63,10.96,34.4,0.0,15.2,29.6,0.1,14.4,0.195,low,low_sun,0.89
2026-06-29T12:00:17,17,4101,small_rock,139.81,-46.95,29.56,0.06,1.6,16.6,31.0,16.0,0.233,medium,low_sun,0.68
2026-06-29T12:00:17,17,4104,crater_floor,204.65,-122.07,15.14,0.021,9.6,20.8,10.6,21.3,0.443,medium,low_sun,0.75
2026-06-29T12:00:17,17,4108,regolith_mound,21.46,2.18,12.81,-0.046,12.9,28.0,-23.8,15.9,0.352,medium,low_sun,0.87
2026-06-29T12:00:17,17,4116,crater_rim,212.55,-96.16,29.25,0.043,5.2,19.4,22.2,16.2,0.255,medium,low_sun,0.72
2026-06-29T12:00:17,17,4110,small_rock,125.84,166.48,2.05,-0.022,8.0,22.1,-11.4,7.7,0.483,low,low_sun,0.77
2026-06-29T12:00:17,17,4112,crater_floor,193.09,142.36,2.91,-0.037,12.4,20.0,-18.9,16.4,0.736,medium,low_sun,0.73
2026-06-29T12:00:17,17,4120,crater_rim,120.13,123.1,29.97,0.025,17.1,27.9,13.0,14.9,0.322,low,low_sun,0.86
2026-06-29T12:00:18,18,4112,small_rock,176.15,39.68,29.08,-0.014,-4.8,12.8,-7.3,20.0,0.233,medium,low_sun,0.61
2026-06-29T12:00:18,18,4104,boulder,24.23,-77.46,22.76,0.096,5.1,28.3,49.1,10.3,0.234,low,low_sun,0.99
2026-06-29T12:00:18,18,4118,small_rock,151.25,-120.25,27.7,0.034,-0.8,20.6,17.7,19.0,0.569,medium,low_sun,0.74
2026-06-29T12:00:18,18,4102,boulder,208.92,-169.59,-2.7,0.04,15.9,21.7,20.8,10.0,0.286,low,low_sun,0.88
2026-06-29T12:00:18,18,4106,crater_floor,94.47,45.65,-14.51,-0.055,11.6,30.2,-28.1,15.9,0.466,medium,low_sun,0.9
2026-06-29T12:00:18,18,4120,crater_rim,64.58,-7.95,-7.51,-0.063,17.7,31.8,-32.1,14.3,0.482,low,low_sun,0.93
2026-06-29T12:00:18,18,4105,crater_floor,219.04,105.77,5.85,0.039,5.2,15.8,20.2,19.8,0.419,medium,low_sun,0.66
2026-06-29T12:00:19,19,4119,rover_track,99.4,-54.21,14.51,-0.056,-1.1,20.6,-28.5,15.2,0.123,medium,low_sun,0.74
2026-06-29T12:00:19,19,4120,small_rock,92.47,112.67,28.1,-0.071,-0.2,22.1,-36.2,2.9,0.33,low,low_sun,0.77
2026-06-29T12:00:19,19,4104,crater_rim,19.73,-136.6,5.0,-0.031,16.8,38.0,-15.7,12.2,0.45,low,low_sun,0.99
2026-06-29T12:00:19,19,4118,small_rock,109.08,-161.92,9.02,0.002,-5.7,26.6,1.1,9.4,0.099,low,low_sun,0.84
2026-06-29T12:00:19,19,4113,crater_rim,158.19,-131.57,-5.37,0.004,13.0,19.9,2.0,13.5,0.357,low,low_sun,0.73
2026-06-29T12:00:19,19,4115,regolith_mound,101.58,24.37,19.37,-0.023,3.3,23.0,-11.9,15.2,0.238,medium,low_sun,0.78
2026-06-29T12:00:19,19,4114,unknown,189.05,141.58,-14.46,0.033,-0.0,14.1,17.0,21.8,0.445,medium,low_sun,0.64
2026-06-29T12:00:19,19,4112,crater_rim,33.13,151.0,12.14,-0.033,17.0,41.7,-16.9,8.6,0.083,low,low_sun,0.99
2026-06-29T12:00:19,19,4106,rover_track,114.21,129.77,18.44,-0.011,-9.0,23.3,-5.4,17.8,0.671,medium,low_sun,0.79
2026-06-29T12:00:20,20,4110,rover_track,102.42,-82.45,-10.14,0.047,0.8,19.9,23.9,7.1,0.265,low,low_sun,0.73
2026-06-29T12:00:20,20,4115,unknown,93.25,10.1,-0.07,-0.025,3.1,26.1,-12.7,8.7,0.344,low,low_sun,0.84
2026-06-29T12:00:20,20,4118,regolith_mound,147.5,99.04,-12.67,0.016,-2.7,17.9,8.2,6.2,0.322,low,low_sun,0.7
2026-06-29T12:00:21,21,4117,boulder,115.75,-46.46,21.52,-0.076,9.2,23.3,-39.2,0,0.392,low,low_sun,0.91
2026-06-29T12:00:21,21,4118,small_rock,196.73,-19.07,-7.27,-0.009,5.1,17.5,-4.4,12.6,0.51,low,low_sun,0.69
2026-06-29T12:00:21,21,4108,shadow_edge,153.93,-162.64,8.03,0.047,-0.6,24.1,24.3,22.4,0.291,medium,low_sun,0.8
2026-06-29T12:00:21,21,4119,boulder,161.97,-143.09,34.64,0.011,12.8,21.6,5.6,12.1,0.101,low,low_sun,0.88
2026-06-29T12:00:21,21,4116,small_rock,16.49,-129.26,9.15,0.012,6.7,33.1,6.0,8.6,0.35,low,low_sun,0.95
2026-06-29T12:00:21,21,4114,small_rock,9.9,-8.35,-6.45,0.003,5.3,28.5,1.4,6.6,0.209,low,low_sun,0.87
2026-06-29T12:00:21,21,4101,regolith_mound,77.53,-60.15,27.7,0.006,5.8,32.6,3.0,0,0.277,low,low_sun,0.94
2026-06-29T12:00:21,21,4115,unknown,134.27,-147.45,-14.87,0.037,6.3,25.6,19.2,23.4,0.194,medium,low_sun,0.83
2026-06-29T12:00:21,21,4113,unknown,112.05,111.04,-4.45,0.021,2.1,17.5,11.0,15.2,0.106,medium,low_sun,0.69
2026-06-29T12:00:21,21,4107,crater_rim,168.52,-127.49,-10.3,0.006,18.4,27.8,3.0,6.2,0.552,low,low_sun,0.86
2026-06-29T12:00:22,22,4119,regolith_mound,71.81,-115.48,-9.17,0.037,8.2,26.2,19.1,6.4,0.256,low,low_sun,0.84
2026-06-29T12:00:22,22,4105,small_rock,129.82,-40.68,-8.71,-0.045,10.9,26.2,-23.3,14.8,0.272,low,low_sun,0.84
2026-06-29T12:00:22,22,4108,regolith_mound,157.36,-14.17,26.42,0.009,2.7,17.1,4.8,3.4,0.287,low,low_sun,0.69
2026-06-29T12:00:22,22,4104,regolith_mound,212.86,-139.86,29.76,0.041,6.4,15.9,21.0,19.2,0.221,medium,low_sun,0.67
2026-06-29T12:00:22,22,4112,boulder,123.89,-25.45,-5.08,-0.05,5.2,27.3,-25.5,8.2,0.621,low,low_sun,0.98
2026-06-29T12:00:22,22,4117,regolith_mound,76.03,-137.18,27.71,0.001,7.8,31.7,0.5,7.6,0.151,low,low_sun,0.93
2026-06-29T12:00:23,23,4112,crater_floor,130.87,-77.68,29.44,0.04,11.1,28.3,20.6,0,0.476,low,low_sun,0.87
2026-06-29T12:00:23,23,4103,crater_rim,138.81,123.98,0.58,0.037,14.0,28.6,18.9,13.4,0.264,low,low_sun,0.88
2026-06-29T12:00:23,23,4111,crater_rim,151.25,65.74,28.89,-0.022,19.8,31.4,-11.4,18.0,0.292,medium,low_sun,0.92
2026-06-29T12:00:23,23,4117,small_rock,190.93,-152.27,-17.4,-0.011,0.8,10.4,-5.6,5.4,0.452,low,low_sun,0.57
2026-06-29T12:00:23,23,4101,lander_leg,117.49,-162.92,-4.39,-0.002,22.2,39.6,-1.2,9.8,0.126,low,low_sun,0.99
2026-06-29T12:00:24,24,4105,small_rock,76.11,-112.64,-5.78,-0.027,-0.1,28.1,-14.0,7.8,0.611,low,low_sun,0.87
2026-06-29T12:00:24,24,4119,crater_rim,81.95,-145.92,0.37,-0.02,18.2,33.8,-10.2,14.5,0.465,low,low_sun,0.96
2026-06-29T12:00:24,24,4108,rover_track,204.94,-120.07,-12.3,-0.04,-3.1,19.7,-20.4,0,0.464,low,low_sun,0.73
2026-06-29T12:00:24,24,4107,rover_track,167.15,34.33,-8.81,0.021,-7.0,15.5,10.7,5.0,0.168,low,low_sun,0.66
2026-06-29T12:00:24,24,4109,crater_rim,110.33,100.58,31.28,-0.02,9.8,29.2,-10.2,9.0,0.057,low,low_sun,0.89
2026-06-29T12:00:25,25,4107,unknown,58.5,-72.87,14.87,-0.57,11.8,33.8,-292.3,1.0,0.315,low,low_sun,0.96
2026-06-29T12:00:25,25,4112,crater_floor,86.71,110.08,7.27,0.006,14.6,29.3,3.2,7.9,0.636,low,low_sun,0.89
2026-06-29T12:00:25,25,4118,crater_rim,29.39,164.05,27.45,-0.018,19.7,36.4,-9.3,18.0,0.365,medium,low_sun,0.99
2026-06-29T12:00:25,25,4116,regolith_mound,116.59,-26.61,20.84,-0.018,9.9,25.4,-9.3,17.4,0.288,medium,low_sun,0.82
2026-06-29T12:00:25,25,4115,shadow_edge,167.39,170.52,19.98,0.015,-7.4,18.1,7.4,22.1,0.339,medium,low_sun,0.7
2026-06-29T12:00:25,25,4111,crater_rim,153.66,13.23,-4.98,-0.003,16.1,25.8,-1.5,22.1,0.386,medium,low_sun,0.83
2026-06-29T12:00:25,25,4101,small_rock,183.86,86.36,1.15,0.003,14.3,25.0,1.4,6.1,0.217,low,low_sun,0.82
2026-06-29T12:00:25,25,4105,small_rock,7.74,-159.12,22.16,0.037,-2.0,28.2,18.9,19.4,0.427,medium,low_sun,0.87
2026-06-29T12:00:25,25,4119,crater_rim,46.91,106.77,-12.05,-0.065,22.3,32.3,-33.4,12.2,0.08,low,low_sun,0.94
2026-06-29T12:00:26,26,4119,regolith_mound,145.32,157.66,-2.78,0.011,-0.7,19.6,5.5,24.3,0.503,medium,low_sun,0.73
2026-06-29T12:00:26,26,4116,regolith_mound,81.14,151.79,-15.74,-0.022,8.5,35.7,-11.2,8.7,0.471,low,low_sun,0.99
2026-06-29T12:00:26,26,4104,crater_floor,59.35,-140.13,3.49,0.023,6.0,29.7,12.0,5.3,0.45,low,low_sun,0.9
2026-06-29T12:00:26,26,4102,small_rock,90.58,-59.76,-5.87,-0.054,-5.3,24.6,-27.6,1.8,0.473,low,low_sun,0.81
2026-06-29T12:00:26,26,4105,small_rock,149.94,-136.44,25.22,-0.015,3.1,19.7,-7.9,16.1,0.243,medium,low_sun,0.73
2026-06-29T12:00:26,26,4103,small_rock,72.04,92.46,-14.21,0.017,1.7,31.4,8.8,22.2,0.169,medium,low_sun,0.92
2026-06-29T12:00:27,27,4117,equipment,39.33,152.47,-13.18,-0.018,19.5,35.6,-9.4,16.4,0.329,medium,low_sun,0.99
2026-06-29T12:00:27,27,4111,crater_rim,64.82,138.27,27.47,0.047,15.2,31.0,23.9,12.0,0.205,low,low_sun,0.92
2026-06-29T12:00:27,27,4108,boulder,100.11,-170.3,34.52,0.019,6.6,27.1,9.8,17.0,0.446,medium,low_sun,0.97
2026-06-29T12:00:27,27,4115,shadow_edge,156.27,133.64,22.84,0.041,-11.1,18.2,21.2,8.9,0.447,low,low_sun,0.7
