timestamp,temp_c,humidity_pct,pressure_hpa,abs_470nm,abs_850nm,scattering_m1,pm25_ug_m3,cosmic_rad_usv_h,ec_ms_cm,sensor_voltage_v,gps_lat,gps_lon
2026-06-29T12:00:46,-178.0,0.0,0.0,0.0009,0.0027,0.0054,2.52,58.5,0.0023,4.992,-53.01048,-168.993241
2026-06-29T12:00:48,-178.0,0.0,0.0,0.0005,0.0028,0.0052,2.56,58.3,0.01,5.038,-52.988615,-168.9877
2026-06-29T12:00:50,-178.0,0.0,0.0,0.0004,0.0013,0.0047,2.42,56.8,0.0099,5.006,-52.990837,-168.993065
2026-06-29T12:00:52,-178.0,0.0,0.0,0.0004,0.0012,0.0033,2.04,57.17,0.0174,5.049,-53.010054,-169.012392
2026-06-29T12:00:54,-178.0,0.0,0.0,0.0017,0.0008,0.0009,0.45,56.01,0.0185,5.022,-53.002275,-168.985546
2026-06-29T12:00:56,-178.0,0.0,0.0,0.0002,0.003,0.0035,1.38,57.55,0.0194,5.014,-52.982945,-168.986052
2026-06-29T12:00:58,-178.0,0.0,0.0,0.0019,0.0006,0.0039,1.94,56.51,0.0021,5.006,-53.004841,-168.980588
2026-06-29T12:01:00,-177.86,0.0,0.0,0.0031,0.0014,0.0022,0.94,56.52,0.0192,5.018,-52.980183,-168.997769
2026-06-29T12:01:02,-177.86,0.0,0.0,0.0006,0.0009,0.0049,2.11,57.9,0.012,5.004,-52.998312,-168.990081
2026-06-29T12:01:04,-177.86,0.0,0.0,0.0023,0.0015,0.002,0.23,58.27,0.004,5.014,-52.981569,-169.016796
2026-06-29T12:01:06,-177.86,0.0,0.0,0.0024,0.002,0.0068,3.86,57.16,0.0033,5.009,-52.984389,-169.010151
2026-06-29T12:01:08,-177.86,0.0,0.0,0.0025,0.0013,0.0063,3.36,56.54,0.0109,5.016,-52.982612,-169.01183
2026-06-29T12:01:10,-177.86,0.0,0.0,0.001,0.0012,0.0047,2.39,56.92,0.0067,5.022,-53.007353,-168.989925
2026-06-29T12:01:12,-177.86,0.0,0.0,0.0018,0.003,0.0027,0.48,59.78,0.0024,5.032,-53.011474,-169.009392
2026-06-29T12:01:14,-177.86,0.0,0.0,0.0035,0.0026,0.0028,1.73,56.85,0.004,4.996,-52.98665,-168.991858
2026-06-29T12:01:16,-177.86,0.0,0.0,0.0039,0.002,0.0122,7.63,57.33,0.0165,4.996,-53.008025,-168.993464
2026-06-29T12:01:18,-177.86,0.0,0.0,0.0005,0.0003,0.0021,1.62,59.42,0.0115,5.034,-53.009106,-168.995807
2026-06-29T12:01:20,-177.86,0.0,0.0,0.0008,0.0019,0.0053,3.21,57.8,0.0103,5.036,-52.983787,-168.986156
2026-06-29T12:01:22,-177.86,0.0,0.0,0.0017,0.0008,0.0062,3.78,59.88,0.0157,5.021,-52.994515,-169.009522
2026-06-29T12:01:24,-177.86,0.0,0.0,0.0022,0.0013,0.0027,1.99,57.14,0.0024,5.027,-52.984676,-168.983843
2026-06-29T12:01:26,-177.86,0.0,0.0,0.0033,0.0017,0.0071,4.36,58.64,0.0034,5.04,-53.00767,-168.984041
2026-06-29T12:01:28,-177.86,0.0,0.0,0.0034,0.0027,0.0076,4.73,55.03,0.0057,5.048,-53.015888,-168.988795
2026-06-29T12:01:30,-177.86,0.0,0.0,0.0016,0.0019,0.003,2.04,57.38,0.0187,5.011,-52.985416,-168.980952
2026-06-29T12:01:32,-177.86,0.0,0.0,0.0035,0.0001,0.0033,1.49,57.71,0.0073,5.03,-52.982767,-168.987911
2026-06-29T12:01:34,-177.86,0.0,0.0,0.0032,0.0008,0.0104,5.7,60.43,0.0031,5.003,-52.985113,-168.985656
2026-06-29T12:01:36,-177.86,0.0,0.0,0.0033,0.0014,0.0022,1.04,56.58,0.0161,5.025,-53.010896,-169.019053
2026-06-29T12:01:38,-177.86,0.0,0.0,0.0013,0.0026,0.0045,1.64,57.83,0.0063,5.03,-52.994341,-169.004013
2026-06-29T12:01:40,-177.86,0.0,0.0,0.0021,0.0028,0.0006,0.72,57.68,0.0194,5.012,-53.012857,-168.981499
2026-06-29T12:01:42,-177.86,0.0,0.0,0.0004,0.0013,0.0075,3.78,58.85,0.007,5.008,-52.995752,-168.999543
2026-06-29T12:01:44,-177.86,0.0,0.0,0.0023,0.0008,0.0028,1.01,56.53,0.001,5.009,-52.982977,-168.998462
2026-06-29T12:01:46,-177.86,0.0,0.0,0.003,0.002,0.0044,2.56,56.59,0.0023,5.021,-52.99343,-169.006792
2026-06-29T12:01:48,-177.86,0.0,0.0,0.0034,0.0022,0.0017,0.84,56.48,0.0069,5.001,-53.003664,-169.003904
2026-06-29T12:01:50,-177.86,0.0,0.0,0.0005,0.0013,0.0054,2.28,59.38,0.0139,5.028,-52.983888,-168.995379
2026-06-29T12:01:52,-177.86,0.0,0.0,0.0022,0.0,0.0039,2.17,56.16,0.0092,5.026,-52.996801,-168.993812
2026-06-29T12:01:54,-177.86,0.0,0.0,0.0018,0.0006,0.0041,2.1,59.38,0.0181,5.039,-52.988159,-169.013212
2026-06-29T12:01:56,-177.86,0.0,0.0,0.0021,0.0019,0.0007,0.08,57.19,0.0166,4.998,-52.989954,-168.993088
2026-06-29T12:01:58,-177.86,0.0,0.0,0.0008,0.0001,0.0103,6.0,56.43,0.01,5.008,-52.98601,-169.017087
2026-06-29T12:02:00,-177.73,0.0,0.0,0.0025,0.0006,0.0085,4.46,59.7,0.0104,4.998,-53.010241,-168.993758
2026-06-29T12:02:02,-177.73,0.0,0.0,0.003,0.0023,0.0041,2.34,58.81,0.0091,5.032,-53.012965,-168.981681
2026-06-29T12:02:04,-177.73,0.0,0.0,0.0002,0.0007,0.0067,3.25,58.35,0.0097,5.023,-52.987943,-168.993297
2026-06-29T12:02:06,-177.73,0.0,0.0,0.0024,0.0029,0.004,1.84,59.32,0.0126,5.004,-52.991229,-168.999809
2026-06-29T12:02:08,-177.73,0.0,0.0,0.0022,0.0027,0.0021,0.76,59.97,0.01,5.015,-53.009632,-169.01011
2026-06-29T12:02:10,-177.73,0.0,0.0,0.0031,0.0016,0.0035,1.64,58.62,0.0062,5.012,-53.016901,-169.008571
2026-06-29T12:02:12,-177.73,0.0,0.0,0.0013,0.0016,0.004,2.39,61.48,0.0054,5.04,-52.992242,-168.991743
2026-06-29T12:02:14,-177.73,0.0,0.0,0.0016,0.0016,0.005,2.55,55.85,0.0049,5.031,-53.003194,-168.983806
2026-06-29T12:02:16,-177.73,0.0,0.0,0.0028,0.0026,0.0083,4.37,60.15,0.0082,5.016,-53.019764,-169.00593
2026-06-29T12:02:18,-177.73,0.0,0.0,0.0034,0.0029,0.0023,1.25,56.76,0.0152,5.032,-52.998155,-168.99587
2026-06-29T12:02:20,-177.73,0.0,0.0,0.0009,0.0013,0.0012,0.77,59.1,0.0074,5.011,-52.992834,-169.003827
2026-06-29T12:02:22,-177.73,0.0,0.0,0.0019,0.0004,0.0017,0.33,59.46,0.0015,5.016,-53.004239,-168.997424
2026-06-29T12:02:24,-177.73,0.0,0.0,0.0026,0.0004,0.0014,0.29,58.93,0.002,5.041,-53.004836,-169.011534
2026-06-29T12:02:26,-177.73,0.0,0.0,0.003,0.0011,0.0023,0.64,56.05,0.0168,5.031,-53.009909,-169.016724
2026-06-29T12:02:28,-177.73,0.0,0.0,0.0022,0.003,0.0028,1.28,59.03,0.0134,5.034,-52.988751,-168.99393
2026-06-29T12:02:30,-177.73,0.0,0.0,0.0038,0.0006,0.0084,5.38,57.43,0.0039,5.014,-53.014951,-168.993222
2026-06-29T12:02:32,-177.73,0.0,0.0,0.0009,0.0021,0.003,1.15,58.18,0.0042,5.019,-52.99571,-168.990083
2026-06-29T12:02:34,-177.73,0.0,0.0,0.0033,0.0029,0.0016,0.86,58.11,0.0015,5.038,-53.007522,-168.992906
2026-06-29T12:02:36,-177.73,0.0,0.0,0.0016,0.0021,0.0008,0.89,60.39,0.0141,4.995,-52.99491,-169.015924
2026-06-29T12:02:38,-177.73,0.0,0.0,0.0034,0.0018,0.0021,1.53,59.78,0.0197,5.015,-52.988695,-169.006112
2026-06-29T12:02:40,-177.73,0.0,0.0,0.0015,0.0015,0.0024,1.22,57.25,0.0171,5.032,-52.987107,-169.015778
2026-06-29T12:02:42,-177.73,0.0,0.0,0.0025,0.0025,0.0041,2.1,61.04,0.0093,5.021,-52.990648,-168.981381
2026-06-29T12:02:44,-177.73,0.0,0.0,0.0032,0.0016,0.0019,0.68,58.49,0.0093,5.008,-52.990759,-169.009264
2026-06-29T12:02:46,-177.73,0.0,0.0,0.0033,0.0003,0.0067,3.37,59.29,0.0056,5.006,-53.001412,-168.995587
2026-06-29T12:02:48,-177.73,0.0,0.0,0.0001,0.0026,0.003,1.79,59.29,0.005,5.011,-52.988087,-169.006386
2026-06-29T12:02:50,-177.73,0.0,0.0,0.0028,0.0008,0.002,1.63,58.76,0.019,5.029,-53.016575,-168.991197
2026-06-29T12:02:52,-177.73,0.0,0.0,0.003,0.0021,0.0038,1.74,58.67,0.0103,5.045,-52.988283,-169.016278
2026-06-29T12:02:54,-177.73,0.0,0.0,0.0028,0.0009,0.0057,2.82,58.02,0.01,5.019,-52.998763,-169.00298
2026-06-29T12:02:56,-177.73,0.0,0.0,0.0013,0.0021,0.0018,1.14,59.21,0.0058,5.008,-53.015174,-169.012297
2026-06-29T12:02:58,-177.73,0.0,0.0,0.0021,0.0023,0.0013,0.59,56.52,0.0051,5.014,-53.000632,-168.991017
2026-06-29T12:03:00,-177.59,0.0,0.0,0.0021,0.0008,0.0015,1.24,59.06,0.0047,5.049,-53.010901,-169.012822
2026-06-29T12:03:02,-177.59,0.0,0.0,0.0021,0.0008,0.0038,1.12,58.99,0.0115,5.021,-52.992103,-169.014949
2026-06-29T12:03:04,-177.59,0.0,0.0,0.002,0.0026,0.0025,1.27,59.86,0.0099,4.993,-53.002381,-169.012625
2026-06-29T12:03:06,-177.59,0.0,0.0,0.0038,0.0014,0.0037,1.26,56.01,0.0086,5.02,-53.017037,-168.994822
2026-06-29T12:03:08,-177.59,0.0,0.0,0.0006,0.0017,0.0068,3.75,62.05,0.0199,5.028,-53.015262,-168.989422
2026-06-29T12:03:10,-177.59,0.0,0.0,0.0032,0.0007,0.0024,1.13,60.43,0.0096,5.022,-53.002291,-168.985593
2026-06-29T12:03:12,-177.59,0.0,0.0,0.0012,0.0019,0.0029,1.49,60.52,0.0151,5.021,-52.982096,-169.011688
2026-06-29T12:03:14,-177.59,0.0,0.0,0.0026,0.0005,0.0023,1.27,59.49,0.0024,5.019,-53.019893,-169.00198
2026-06-29T12:03:16,-177.59,0.0,0.0,0.0012,0.0007,0.0023,0.81,56.65,0.0144,4.997,-53.001839,-168.992505
2026-06-29T12:03:18,-177.59,0.0,0.0,0.0032,0.0019,0.006,3.25,58.58,0.0187,5.042,-53.002994,-168.998218
2026-06-29T12:03:20,-177.59,0.0,0.0,0.0036,0.0025,0.0017,1.28,58.98,0.0042,5.0,-53.007696,-168.990042
2026-06-29T12:03:22,-177.59,0.0,0.0,0.0012,0.0004,0.0068,3.56,58.47,0.0143,5.022,-52.982293,-168.999981
2026-06-29T12:03:24,-177.59,0.0,0.0,0.0003,0.0001,0.0038,2.01,58.4,0.0071,5.025,-53.009985,-169.016347
2026-06-29T12:03:26,-177.59,0.0,0.0,0.0033,0.0017,0.0057,2.76,60.09,0.02,5.011,-52.993109,-169.00922
2026-06-29T12:03:28,-177.59,0.0,0.0,0.003,0.0014,0.005,2.25,58.26,0.0184,4.996,-53.01274,-168.996587
2026-06-29T12:03:30,-177.59,0.0,0.0,0.002,0.0003,0.0045,2.59,60.89,0.0073,5.033,-52.993195,-168.985691
2026-06-29T12:03:32,-177.59,0.0,0.0,0.0028,0.0009,0.0032,0.96,57.33,0.0165,5.02,-52.997996,-169.001807
2026-06-29T12:03:34,-177.59,0.0,0.0,0.0013,0.0029,0.0021,0.94,57.04,0.0108,5.012,-52.980475,-168.993694
2026-06-29T12:03:36,-177.59,0.0,0.0,0.0017,0.0006,0.0044,2.49,58.35,0.0154,5.023,-52.994984,-168.9896
2026-06-29T12:03:38,-177.59,0.0,0.0,0.0022,0.0028,0.0032,1.49,60.16,0.0143,5.029,-53.015143,-168.981074
2026-06-29T12:03:40,-177.59,0.0,0.0,0.001,0.0005,0.0086,4.78,58.32,0.0115,4.985,-53.016272,-168.98031
2026-06-29T12:03:42,-177.59,0.0,0.0,0.0018,0.0004,0.0066,3.44,59.86,0.0105,5.007,-52.991336,-168.999645
2026-06-29T12:03:44,-177.59,0.0,0.0,0.0033,0.0029,0.0037,2.09,59.73,0.0115,4.999,-53.004657,-168.983125
2026-06-29T12:03:46,-177.59,0.0,0.0,0.0035,0.0026,0.0045,2.61,61.69,0.016,5.014,-53.003402,-168.98263
2026-06-29T12:03:48,-177.59,0.0,0.0,0.0033,0.0008,0.0011,0.57,59.59,0.0122,5.02,-52.980044,-169.000414
2026-06-29T12:03:50,-177.59,0.0,0.0,0.0022,0.001,0.0015,0.31,58.19,0.0113,5.004,-53.001786,-169.007129
2026-06-29T12:03:52,-177.59,0.0,0.0,0.0028,0.0017,0.0045,2.51,58.57,0.0157,5.042,-53.018254,-168.990212
2026-06-29T12:03:54,-177.59,0.0,0.0,0.0032,0.0012,0.0053,2.76,60.43,0.0166,5.012,-52.980767,-169.000187
2026-06-29T12:03:56,-177.59,0.0,0.0,0.002,0.0018,0.0057,2.37,59.75,0.0176,5.026,-53.002388,-168.998962
2026-06-29T12:03:58,-177.59,0.0,0.0,0.0029,0.0012,0.0032,1.39,62.03,0.0039,5.014,-53.00122,-168.981232
2026-06-29T12:04:00,-177.46,0.0,0.0,0.0028,0.0019,0.0029,0.91,59.71,0.0172,5.029,-52.985626,-169.0048
2026-06-29T12:04:02,-177.46,0.0,0.0,0.0029,0.0023,0.0055,2.4,58.53,0.0017,5.043,-53.017263,-168.994754
2026-06-29T12:04:04,-177.46,0.0,0.0,0.004,0.0022,0.0021,1.18,58.91,0.0029,5.017,-52.99465,-168.985097
2026-06-29T12:04:06,-177.46,0.0,0.0,0.0028,0.0027,0.0011,0.81,59.95,0.0161,5.007,-53.008265,-169.005006
2026-06-29T12:04:08,-177.46,0.0,0.0,0.0021,0.0017,0.003,0.91,59.79,0.0042,5.038,-53.016841,-168.985166
2026-06-29T12:04:10,-177.46,0.0,0.0,0.001,0.0027,0.0026,1.71,59.44,0.0098,5.013,-53.009841,-169.009787
2026-06-29T12:04:12,-177.46,0.0,0.0,0.0032,0.0027,0.0092,4.68,59.89,0.004,5.018,-53.002331,-169.006177
2026-06-29T12:04:14,-177.46,0.0,0.0,0.0026,0.0013,0.0039,2.35,60.13,0.0171,5.026,-53.012031,-169.004612
2026-06-29T12:04:16,-177.46,0.0,0.0,0.0009,0.0017,0.0066,3.52,59.69,0.0199,5.022,-53.008191,-168.980882
2026-06-29T12:04:18,-177.46,0.0,0.0,0.0011,0.0017,0.0049,2.45,60.59,0.0151,5.037,-53.018038,-168.995744
2026-06-29T12:04:20,-177.46,0.0,0.0,0.0036,0.0009,0.0042,1.82,58.96,0.0125,5.017,-53.005907,-168.994535
2026-06-29T12:04:22,-177.46,0.0,0.0,0.0027,0.0022,0.0069,3.65,59.95,0.0169,5.019,-52.99487,-168.983864
2026-06-29T12:04:24,-177.46,0.0,0.0,0.0012,0.0013,0.0018,0.7,60.23,0.0149,5.012,-53.016395,-169.008196
2026-06-29T12:04:26,-177.46,0.0,0.0,0.0007,0.0004,0.0062,3.47,59.62,0.0195,5.007,-52.998766,-168.983461
2026-06-29T12:04:28,-177.46,0.0,0.0,0.001,0.0025,0.0037,2.06,61.38,0.0163,5.015,-52.990138,-169.006451
2026-06-29T12:04:30,-177.46,0.0,0.0,0.0039,0.0004,0.0035,1.02,60.4,0.0173,5.047,-52.991031,-168.980802
2026-06-29T12:04:32,-177.46,0.0,0.0,0.0032,0.0011,0.0094,5.2,59.04,0.0013,5.004,-52.998537,-169.001809
2026-06-29T12:04:34,-177.46,0.0,0.0,0.0027,0.0018,0.0019,0.49,59.95,0.0189,5.014,-53.015666,-169.010647
2026-06-29T12:04:36,-177.46,0.0,0.0,0.0035,0.0017,0.0067,2.93,60.22,0.0052,5.031,-53.017471,-168.987046
2026-06-29T12:04:38,-177.46,0.0,0.0,0.0012,0.0012,0.0099,6.24,59.34,0.019,5.036,-53.007825,-169.000295
2026-06-29T12:04:40,-177.46,0.0,0.0,0.0035,0.0004,0.002,0.68,61.3,0.0137,5.011,-52.990274,-168.982161
2026-06-29T12:04:42,-177.46,0.0,0.0,0.003,0.0005,0.0121,6.95,59.95,0.0029,5.0,-53.000426,-169.003675
2026-06-29T12:04:44,-177.46,0.0,0.0,0.0001,0.0011,0.0013,0.74,58.71,0.0191,5.005,-52.985782,-169.016026
2026-06-29T12:04:46,-177.46,0.0,0.0,0.0022,0.0029,0.0078,4.59,59.31,0.0086,5.031,-53.012408,-169.015114
2026-06-29T12:04:48,-177.46,0.0,0.0,0.0018,0.002,0.0089,5.01,61.24,0.0123,5.008,-53.019146,-168.988528
2026-06-29T12:04:50,-177.46,0.0,0.0,0.0005,0.0017,0.0025,1.51,61.08,0.0155,5.014,-53.011714,-169.011362
2026-06-29T12:04:52,-177.46,0.0,0.0,0.0013,0.0004,0.0051,2.44,59.52,0.0011,5.037,-52.985664,-169.014212
2026-06-29T12:04:54,-177.46,0.0,0.0,0.001,0.0005,0.0061,2.92,63.41,0.0015,5.041,-53.019406,-168.988401
2026-06-29T12:04:56,-177.46,0.0,0.0,0.0013,0.0005,0.004,2.45,61.72,0.0151,5.008,-52.998957,-168.990173
2026-06-29T12:04:58,-177.46,0.0,0.0,0.0031,0.0015,0.0012,0.8,59.28,0.0106,5.048,-52.982183,-169.018265
2026-06-29T12:05:00,-177.32,0.0,0.0,0.0035,0.0016,0.0018,0.92,60.21,0.0193,5.003,-53.017567,-169.000841
2026-06-29T12:05:02,-177.32,0.0,0.0,0.0027,0.0015,0.0057,2.55,58.66,0.0024,5.046,-53.016768,-168.995668
2026-06-29T12:05:04,-177.32,0.0,0.0,0.0011,0.0019,0.0014,0.22,59.05,0.0072,5.027,-52.980215,-168.998778
2026-06-29T12:05:06,-177.32,0.0,0.0,0.0024,0.0003,0.0031,1.22,60.4,0.0172,5.006,-52.993963,-168.989241
2026-06-29T12:05:08,-177.32,0.0,0.0,0.0009,0.0014,0.0016,1.02,59.96,0.0074,5.038,-53.00186,-169.00336
2026-06-29T12:05:10,-177.32,0.0,0.0,0.0017,0.002,0.0034,1.67,59.26,0.0039,5.019,-52.983081,-169.017315
2026-06-29T12:05:12,-177.32,0.0,0.0,0.0004,0.0003,0.0021,0.76,59.22,0.0164,5.034,-52.997745,-168.996541
2026-06-29T12:05:14,-177.32,0.0,0.0,0.0013,0.0004,0.0078,4.55,58.05,0.0136,4.994,-52.989989,-168.985276
2026-06-29T12:05:16,-177.32,0.0,0.0,0.0039,0.0018,0.0024,1.38,56.13,0.012,5.034,-53.01149,-168.993731
2026-06-29T12:05:18,-177.32,0.0,0.0,0.0004,0.0025,0.0054,2.88,58.65,0.0155,5.027,-52.997036,-168.987711
2026-06-29T12:05:20,-177.32,0.0,0.0,0.0039,0.0025,0.0067,3.72,58.82,0.0132,5.036,-53.01895,-168.982837
2026-06-29T12:05:22,-177.32,0.0,0.0,0.0011,0.0005,0.0107,5.97,57.55,0.0069,5.014,-53.006407,-169.019756
2026-06-29T12:05:24,-177.32,0.0,0.0,0.0023,0.0012,0.0037,2.5,57.81,0.013,5.022,-53.018774,-168.990156
2026-06-29T12:05:26,-177.32,0.0,0.0,0.0017,0.001,0.0026,1.2,59.81,0.0147,5.007,-52.988927,-168.997296
2026-06-29T12:05:28,-177.32,0.0,0.0,0.0002,0.0005,0.0042,1.79,61.33,0.0138,5.006,-53.009116,-168.993522
2026-06-29T12:05:30,-177.32,0.0,0.0,0.0018,0.0008,0.0027,0.94,59.5,0.0032,5.038,-53.002803,-169.00867
2026-06-29T12:05:32,-177.32,0.0,0.0,0.0019,0.002,0.0022,1.58,60.95,0.0085,4.991,-52.996027,-169.019693
2026-06-29T12:05:34,-177.32,0.0,0.0,0.0008,0.0004,0.0007,0.23,58.4,0.0072,5.012,-53.019691,-168.990119
2026-06-29T12:05:36,-177.32,0.0,0.0,0.0015,0.0021,0.0072,3.78,59.98,0.0168,5.032,-52.987752,-169.017117
2026-06-29T12:05:38,-177.32,0.0,0.0,0.0002,0.0001,0.0021,0.56,61.82,0.0174,5.005,-52.99697,-168.997064
2026-06-29T12:05:40,-177.32,0.0,0.0,0.0017,0.0003,0.0008,0.83,61.69,0.0072,5.016,-52.987947,-168.995275
2026-06-29T12:05:42,-177.32,0.0,0.0,0.0037,0.0003,0.0082,4.35,59.71,0.0056,5.003,-52.996445,-168.999041
2026-06-29T12:05:44,-177.32,0.0,0.0,0.0012,0.001,0.0024,1.25,58.09,0.0042,4.99,-52.999581,-169.015439
2026-06-29T12:05:46,-177.32,0.0,0.0,0.0036,0.001,0.0027,1.01,59.77,0.0166,5.012,-52.987399,-169.010549
2026-06-29T12:05:48,-177.32,0.0,0.0,0.0008,0.0018,0.009,4.56,58.56,0.0135,5.026,-53.012914,-168.989086
2026-06-29T12:05:50,-177.32,0.0,0.0,0.003,0.0023,0.003,1.53,61.33,0.0186,5.002,-52.99742,-168.994588
2026-06-29T12:05:52,-177.32,0.0,0.0,0.0035,0.0019,0.0008,0.61,57.25,0.0023,5.045,-53.002312,-169.007887
2026-06-29T12:05:54,-177.32,0.0,0.0,0.0002,0.0015,0.0015,0.67,59.0,0.0096,5.037,-53.017724,-168.986732
2026-06-29T12:05:56,-177.32,0.0,0.0,0.0035,0.0026,0.0059,2.83,57.23,0.0106,4.997,-53.001492,-168.997827
2026-06-29T12:05:58,-177.32,0.0,0.0,0.0036,0.0013,0.0038,1.68,61.63,0.0134,4.998,-53.007139,-169.000975
2026-06-29T12:06:00,-177.19,0.0,0.0,0.0002,0.0003,0.0051,2.04,60.87,0.0075,5.01,-52.991427,-168.999818
2026-06-29T12:06:02,-177.19,0.0,0.0,0.001,0.0013,0.0028,1.24,59.65,0.0109,5.006,-53.01365,-169.005086
2026-06-29T12:06:04,-177.19,0.0,0.0,0.0016,0.001,0.0056,2.77,61.26,0.016,5.047,-52.994108,-169.017364
2026-06-29T12:06:06,-177.19,0.0,0.0,0.0027,0.0009,0.0036,1.37,60.9,0.0135,5.001,-52.983746,-168.985069
2026-06-29T12:06:08,-177.19,0.0,0.0,0.0023,0.0004,0.0064,3.6,60.22,0.0194,4.991,-52.992061,-169.004322
2026-06-29T12:06:10,-177.19,0.0,0.0,0.0038,0.0009,0.0039,2.21,60.02,0.016,5.022,-52.987473,-168.993195
2026-06-29T12:06:12,-177.19,0.0,0.0,0.003,0.0021,0.0033,1.75,60.27,0.0133,5.02,-53.003064,-169.005527
2026-06-29T12:06:14,-177.19,0.0,0.0,0.0007,0.0006,0.0032,0.94,61.01,0.0102,5.035,-53.010938,-169.014497
2026-06-29T12:06:16,-177.19,0.0,0.0,0.0034,0.0003,0.0077,3.76,60.2,0.0169,5.029,-52.984653,-169.01849
2026-06-29T12:06:18,-177.19,0.0,0.0,0.0031,0.0004,0.0068,3.78,62.78,0.0041,5.011,-52.986746,-168.989156
2026-06-29T12:06:20,-177.19,0.0,0.0,0.0007,0.0013,0.0029,1.66,58.11,0.0139,5.002,-53.010499,-169.002232
2026-06-29T12:06:22,-177.19,0.0,0.0,0.003,0.0013,0.0052,2.63,59.58,0.0069,5.014,-52.987655,-169.001239
2026-06-29T12:06:24,-177.19,0.0,0.0,0.0015,0.0028,0.0036,1.4,59.76,0.0098,5.026,-53.008729,-169.004725
2026-06-29T12:06:26,-177.19,0.0,0.0,0.0039,0.0025,0.0019,0.44,58.25,0.0036,5.024,-53.01,-168.994353
2026-06-29T12:06:28,-177.19,0.0,0.0,0.0022,0.0003,0.0034,1.47,60.18,0.0172,5.014,-53.008597,-168.989475
2026-06-29T12:06:30,-177.19,0.0,0.0,0.0036,0.0004,0.0023,1.01,59.25,0.019,5.023,-53.011118,-169.001955
2026-06-29T12:06:32,-177.19,0.0,0.0,0.0001,0.0002,0.0035,1.7,59.99,0.0055,5.041,-52.980219,-169.005003
2026-06-29T12:06:34,-177.19,0.0,0.0,0.0037,0.0025,0.0129,6.96,59.66,0.016,5.033,-53.014496,-169.008525
