timestamp,mission_elapsed_s,track_id,target_class,range_m,azimuth_deg,elevation_deg,local_solar_incidence_deg,illumination_condition,estimated_surface_temp_c,background_temp_c,thermal_contrast_c,emissivity_estimate,thermal_inertia_proxy,hotspot_area_m2,cold_shadow_fraction,image_x_px,image_y_px,bbox_width_px,bbox_height_px,netd_mk,confidence
2026-06-29T12:00:05,5,6104,shadow_edge,74.89,13.07,26.35,17.4,low_sun,-47.46,20.53,-67.99,0.834,0.281,3.524,0.668,549,181,19,12,47.4,0.62
2026-06-29T12:00:05,5,6106,regolith_mound,2.08,91.37,-16.07,17.4,low_sun,28.55,20.53,8.02,0.922,0.708,3.864,0.015,771,301,320,260,51.3,0.49
2026-06-29T12:00:05,5,6115,shadow_edge,62.18,148.7,-5.84,17.4,low_sun,-33.76,20.53,-54.28,0.969,0.4,0.93,0.516,934,272,6,5,81.9,0.58
2026-06-29T12:00:05,5,6101,small_rock,64.88,126.01,11.78,17.4,low_sun,5.54,20.53,-14.99,0.91,0.468,1.007,0.339,870,222,6,7,44.6,0.36
2026-06-29T12:00:05,5,6112,shadow_edge,32.8,-15.68,27.36,17.4,low_sun,-9.74,20.53,-30.26,0.865,0.567,2.07,0.503,467,178,26,28,74.1,0.5
2026-06-29T12:00:05,5,6121,boulder,75.43,-138.93,30.15,17.4,low_sun,23.4,20.53,2.87,0.957,0.48,2.528,0.115,116,170,14,22,90.1,0.41
2026-06-29T12:00:05,5,6107,crater_floor,70.26,-17.29,4.36,17.4,low_sun,-19.38,20.53,-39.9,0.906,0.291,0.382,0.477,462,243,3,5,86.5,0.48
2026-06-29T12:00:05,5,6105,small_rock,99.62,103.62,28.29,17.4,low_sun,22.32,20.53,1.8,0.939,0.479,5.277,0.063,806,175,22,34,109.7,0.25
2026-06-29T12:00:05,5,6103,lander_leg,32.52,150.43,17.58,17.4,low_sun,22.37,20.53,1.85,0.6,0.582,1.513,0.063,939,205,19,29,98.7,0.5
2026-06-29T12:00:05,5,6109,crater_floor,84.0,164.33,25.62,17.4,low_sun,-4.04,20.53,-24.57,0.924,0.181,2.204,0.326,979,183,11,17,39.4,0.38
2026-06-29T12:00:06,6,6120,boulder,67.37,141.54,27.37,18.8,low_sun,-78.61,6.12,-84.74,0.941,0.472,0.552,0.873,914,178,3,4,48.4,0.83
2026-06-29T12:00:06,6,6116,crater_floor,95.2,-21.29,-13.26,18.8,low_sun,24.29,6.12,18.17,0.93,0.726,4.325,0.078,451,293,19,14,99.5,0.34
2026-06-29T12:00:06,6,6123,equipment,48.13,137.19,30.43,18.8,low_sun,8.52,6.12,2.4,0.743,0.708,2.799,0.222,902,169,24,28,109.9,0.45
2026-06-29T12:00:06,6,6122,crater_floor,1.82,38.88,32.95,18.8,low_sun,-44.94,6.12,-51.07,0.971,0.239,0.377,0.533,622,162,87,146,50.0,0.69
2026-06-29T12:00:06,6,6113,unknown,88.93,107.3,26.36,18.8,low_sun,-14.38,6.12,-20.5,0.688,0.444,0.377,0.288,817,181,3,4,52.3,0.34
2026-06-29T12:00:06,6,6106,crater_rim,72.57,-29.72,8.71,18.8,low_sun,4.49,6.12,-1.63,0.897,0.176,1.031,0.027,427,231,5,6,108.9,0.3
2026-06-29T12:00:06,6,6112,small_rock,24.45,-158.11,-9.54,18.8,low_sun,-0.45,6.12,-6.58,0.937,0.43,0.923,0.123,62,283,15,9,78.6,0.42
2026-06-29T12:00:06,6,6101,small_rock,68.18,-119.67,17.52,18.8,low_sun,-2.04,6.12,-8.16,0.876,0.59,1.607,0.17,171,206,9,5,42.5,0.33
2026-06-29T12:00:06,6,6104,small_rock,78.64,-173.99,12.82,18.8,low_sun,2.22,6.12,-3.9,0.925,0.901,3.323,0.081,17,219,17,9,73.6,0.29
2026-06-29T12:00:06,6,6114,shadow_edge,67.95,129.57,34.95,18.8,low_sun,-52.2,6.12,-58.32,0.836,0.116,2.641,0.65,880,156,16,25,96.2,0.58
2026-06-29T12:00:06,6,6111,regolith_mound,30.16,-37.9,-9.59,18.8,low_sun,-2.6,6.12,-8.72,0.979,0.387,5.586,0.215,404,283,77,139,65.8,0.41
2026-06-29T12:00:07,7,6112,regolith_mound,105.11,164.45,5.17,18.7,low_sun,29.38,27.86,1.51,0.918,0.345,1.153,0.234,979,241,4,4,67.5,0.25
2026-06-29T12:00:07,7,6120,rover_track,66.77,-70.96,14.12,18.7,low_sun,2.89,27.86,-24.97,0.947,0.396,5.284,0.345,310,215,33,44,42.9,0.41
2026-06-29T12:00:07,7,6113,unknown,80.67,-60.88,-2.75,18.7,low_sun,16.96,27.86,-10.91,0.902,0.168,4.472,0.061,338,263,23,22,74.4,0.33
2026-06-29T12:00:07,7,6115,crater_floor,97.09,-166.08,19.26,18.7,low_sun,8.75,27.86,-19.11,0.942,0.297,4.147,0.435,39,201,17,12,65.2,0.3
2026-06-29T12:00:07,7,6117,boulder,99.57,26.46,24.51,18.7,low_sun,27.1,27.86,-0.76,0.892,0.533,2.271,0.106,587,186,9,5,94.9,0.34
2026-06-29T12:00:08,8,6120,rover_track,31.48,-103.57,-8.33,20.3,direct_sun,42.33,83.34,-41.02,0.956,0.602,5.021,0.472,217,279,66,68,81.6,0.57
2026-06-29T12:00:08,8,6101,crater_floor,36.18,19.19,14.14,20.3,direct_sun,36.01,83.34,-47.34,0.921,0.413,1.089,0.507,566,215,12,13,39.6,0.6
2026-06-29T12:00:08,8,6122,rover_track,87.01,152.27,-8.92,20.3,direct_sun,68.22,83.34,-15.13,0.909,0.469,7.054,0.004,945,281,34,35,63.1,0.35
2026-06-29T12:00:08,8,6119,crater_rim,101.97,-169.07,16.94,20.3,direct_sun,84.06,83.34,0.71,0.873,0.751,0.558,0.094,31,207,3,3,79.7,0.25
2026-06-29T12:00:08,8,6107,crater_floor,65.78,31.75,-17.59,20.3,direct_sun,56.84,83.34,-26.5,0.959,0.38,4.718,0.163,602,306,30,56,45.8,0.44
2026-06-29T12:00:08,8,6115,regolith_mound,1.77,-14.63,12.93,20.3,direct_sun,22.17,83.34,-61.18,0.979,0.383,3.789,0.59,470,219,320,260,88.6,0.75
2026-06-29T12:00:08,8,6112,small_rock,21.08,173.56,33.07,20.3,direct_sun,34.95,83.34,-48.39,0.913,0.24,2.778,0.557,1005,161,55,85,48.9,0.63
2026-06-29T12:00:08,8,6102,boulder,25.56,101.46,6.01,20.3,direct_sun,60.06,83.34,-23.28,0.909,0.504,3.134,0.207,800,238,51,39,94.2,0.63
2026-06-29T12:00:08,8,6118,small_rock,61.47,-155.01,-13.66,20.3,direct_sun,66.54,83.34,-16.81,0.879,0.377,1.812,0.068,71,294,12,12,82.0,0.41
2026-06-29T12:00:08,8,6103,shadow_edge,91.45,152.94,-2.24,20.3,direct_sun,-0.42,83.34,-83.76,0.883,0.111,2.013,0.827,947,262,9,16,91.7,0.66
2026-06-29T12:00:09,9,6118,shadow_edge,44.67,3.19,9.27,19.0,low_sun,-37.62,20.26,-57.88,0.953,0.384,0.209,0.916,521,229,3,4,108.5,0.6
2026-06-29T12:00:09,9,6105,regolith_mound,79.45,-81.27,-10.76,19.0,low_sun,-43.97,20.26,-64.23,0.924,0.125,4.061,0.598,280,286,21,19,52.4,0.59
2026-06-29T12:00:09,9,6101,lander_leg,104.77,102.62,16.16,19.0,low_sun,4.86,20.26,-15.4,0.768,0.325,0.797,0.172,803,210,3,3,76.5,0.41
2026-06-29T12:00:09,9,6114,unknown,31.45,-73.48,34.42,19.0,low_sun,4.96,20.26,-15.31,0.675,0.478,2.325,0.212,302,158,31,49,60.8,0.45
2026-06-29T12:00:09,9,6120,crater_floor,88.86,149.76,16.22,19.0,low_sun,-20.73,20.26,-41.0,0.978,0.422,2.827,0.768,937,209,13,9,57.4,0.42
2026-06-29T12:00:10,10,6119,boulder,15.78,131.77,7.21,19.2,low_sun,16.91,26.15,-9.24,0.925,0.137,4.88,0.039,886,235,129,189,101.0,0.59
2026-06-29T12:00:10,10,6113,crater_floor,7.97,-135.1,22.99,19.2,low_sun,30.38,26.15,4.23,0.898,0.769,3.252,0.066,127,190,171,260,43.1,0.45
2026-06-29T12:00:10,10,6102,boulder,95.01,-112.45,4.92,19.2,low_sun,4.77,26.15,-21.38,0.911,0.33,6.2,0.19,192,242,27,34,59.3,0.47
2026-06-29T12:00:10,10,6114,crater_floor,99.11,25.47,-8.85,19.2,low_sun,10.46,26.15,-15.69,0.966,0.674,1.414,0.372,584,281,5,5,72.2,0.28
2026-06-29T12:00:10,10,6107,small_rock,5.89,-102.69,-8.3,19.2,low_sun,10.55,26.15,-15.6,0.878,0.352,1.23,0.267,219,279,87,93,93.5,0.5
2026-06-29T12:00:10,10,6103,crater_rim,39.96,139.37,15.84,19.2,low_sun,-9.96,26.15,-36.1,0.919,0.183,3.91,0.609,908,210,41,64,73.2,0.51
2026-06-29T12:00:10,10,6106,rover_track,105.79,-165.88,-16.82,19.2,low_sun,43.13,26.15,16.98,0.869,0.502,5.474,0.115,40,303,21,31,62.1,0.3
2026-06-29T12:00:11,11,6104,unknown,47.65,-168.24,24.41,18.9,low_sun,-12.39,12.69,-25.08,0.851,0.465,2.05,0.28,33,186,18,23,79.8,0.46
2026-06-29T12:00:11,11,6111,small_rock,86.84,9.08,-7.77,18.9,low_sun,-8.82,12.69,-21.51,0.845,0.454,1.528,0.336,537,278,7,12,85.7,0.35
2026-06-29T12:00:11,11,6109,shadow_edge,92.42,-20.6,-10.1,18.9,low_sun,-30.81,12.69,-43.5,0.856,0.832,1.232,0.586,453,284,5,8,60.9,0.44
2026-06-29T12:00:11,11,6102,rover_track,0.98,-82.22,25.94,18.9,low_sun,-36.77,12.69,-49.46,0.941,0.395,4.031,0.64,278,182,320,260,106.2,0.67
2026-06-29T12:00:12,12,6103,lander_leg,107.1,32.54,10.69,17.1,low_sun,11.24,45.75,-34.51,0.81,0.501,3.953,0.433,604,225,15,23,91.1,0.49
2026-06-29T12:00:12,12,6108,shadow_edge,51.51,93.81,-3.98,17.1,low_sun,-12.22,45.75,-57.97,0.872,0.433,2.723,0.761,778,267,22,39,102.5,0.6
2026-06-29T12:00:12,12,6123,equipment,14.32,103.5,22.28,17.1,low_sun,27.98,45.75,-17.77,0.815,0.465,4.817,0.426,806,192,141,150,58.0,0.6
2026-06-29T12:00:12,12,6104,boulder,44.7,-114.39,-1.45,17.1,low_sun,35.89,45.75,-9.86,0.904,0.2,3.147,0.137,186,260,29,38,103.0,0.51
2026-06-29T12:00:12,12,6117,regolith_mound,93.23,50.44,29.5,17.1,low_sun,43.93,45.75,-1.82,0.949,0.241,4.853,0.077,655,172,21,29,77.2,0.25
2026-06-29T12:00:12,12,6111,unknown,29.91,-150.07,3.5,17.1,low_sun,55.7,45.75,9.95,0.667,0.664,3.082,0.074,85,246,43,50,82.7,0.43
2026-06-29T12:00:12,12,6115,small_rock,43.95,5.09,-17.4,17.1,low_sun,37.29,45.75,-8.46,0.91,0.758,3.133,0.183,526,305,29,26,75.0,0.38
2026-06-29T12:00:13,13,6105,boulder,3.7,-108.47,21.91,19.1,low_sun,-35.33,1.44,-36.77,0.881,0.363,2.019,0.483,203,193,229,260,73.0,0.73
2026-06-29T12:00:13,13,6108,crater_floor,22.97,-4.73,25.28,19.1,low_sun,-40.17,1.44,-41.61,0.895,0.614,2.467,0.519,498,184,45,45,81.6,0.59
2026-06-29T12:00:13,13,6121,unknown,37.1,89.79,2.46,19.1,low_sun,-13.11,1.44,-14.55,0.92,0.328,3.065,0.342,767,248,34,31,90.1,0.42
2026-06-29T12:00:13,13,6107,regolith_mound,37.09,102.19,25.5,19.1,low_sun,-33.74,1.44,-35.18,0.904,0.344,2.25,0.593,802,183,25,28,90.7,0.52
2026-06-29T12:00:13,13,6103,regolith_mound,107.37,157.67,7.66,19.1,low_sun,-20.45,1.44,-21.89,0.975,0.055,4.819,0.175,960,234,18,14,37.0,0.32
2026-06-29T12:00:13,13,6114,lander_leg,103.51,101.81,5.26,19.1,low_sun,-8.84,1.44,-10.28,0.735,0.708,0.908,0.301,801,241,3,3,69.1,0.37
2026-06-29T12:00:14,14,6122,small_rock,47.86,-20.82,17.89,18.2,low_sun,44.24,31.1,13.14,0.911,0.568,5.877,0.074,452,205,51,78,96.2,0.41
2026-06-29T12:00:14,14,6104,crater_floor,58.23,-161.48,-7.57,18.2,low_sun,31.32,31.1,0.23,0.892,0.105,1.286,0.083,52,277,9,10,77.7,0.31
2026-06-29T12:00:14,14,6119,small_rock,94.61,-74.8,7.35,18.2,low_sun,13.11,31.1,-17.99,0.893,0.419,5.368,0.134,299,235,23,13,65.9,0.33
2026-06-29T12:00:14,14,6111,unknown,39.48,-164.58,30.96,18.2,low_sun,-2.96,31.1,-34.06,0.794,0.453,1.535,0.707,43,167,16,17,102.7,0.49
2026-06-29T12:00:14,14,6120,regolith_mound,35.35,-25.92,17.71,18.2,low_sun,-15.56,31.1,-46.66,0.975,0.847,3.254,0.616,438,205,38,25,54.9,0.58
2026-06-29T12:00:14,14,6112,lander_leg,22.06,-115.0,-1.02,18.2,low_sun,24.37,31.1,-6.73,0.569,0.164,0.134,0.255,184,258,3,3,96.3,0.54
2026-06-29T12:00:14,14,6121,lander_leg,30.9,-99.56,19.8,18.2,low_sun,-21.44,31.1,-52.54,0.756,0.346,3.085,0.692,228,199,41,48,93.6,0.74
2026-06-29T12:00:14,14,6110,boulder,41.28,27.11,-16.7,18.2,low_sun,10.97,31.1,-20.13,0.914,0.431,3.114,0.483,589,303,31,25,81.0,0.55
2026-06-29T12:00:14,14,6106,equipment,84.89,0.18,-7.26,18.2,low_sun,32.67,31.1,1.57,0.556,0.456,4.695,0.205,512,276,23,13,109.0,0.37
2026-06-29T12:00:14,14,6118,boulder,94.94,-64.47,2.96,18.2,low_sun,1.51,31.1,-29.58,0.899,0.585,1.782,0.505,328,247,7,12,48.1,0.48
2026-06-29T12:00:14,14,6107,lander_leg,42.56,144.39,32.91,18.2,low_sun,25.64,31.1,-5.46,0.582,0.754,3.55,0.162,922,162,35,31,86.8,0.49
2026-06-29T12:00:15,15,6119,unknown,49.12,-65.08,-8.89,20.1,direct_sun,38.28,76.21,-37.93,0.716,0.011,0.127,0.381,326,281,3,3,50.3,0.53
2026-06-29T12:00:15,15,6101,small_rock,25.75,-55.53,23.98,20.1,direct_sun,63.09,76.21,-13.12,0.897,0.474,2.505,0.061,354,187,40,53,46.0,0.46
2026-06-29T12:00:15,15,6102,boulder,22.6,93.73,27.79,20.1,direct_sun,55.17,76.21,-21.04,0.894,0.505,4.674,0.042,778,176,86,113,108.4,0.64
2026-06-29T12:00:15,15,6122,small_rock,11.18,9.0,34.84,20.1,direct_sun,40.18,76.21,-36.03,0.87,0.376,1.97,0.433,537,156,74,138,67.0,0.59
2026-06-29T12:00:15,15,6104,small_rock,106.92,-98.28,16.8,20.1,direct_sun,47.67,76.21,-28.54,0.912,0.39,2.41,0.19,232,208,9,6,103.2,0.36
2026-06-29T12:00:15,15,6113,unknown,99.82,161.24,26.76,20.1,direct_sun,73.84,76.21,-2.37,0.819,0.425,3.479,0.048,970,179,14,16,95.8,0.25
2026-06-29T12:00:16,16,6123,crater_floor,109.08,-41.13,-5.73,19.7,low_sun,-2.6,2.47,-5.08,0.934,0.152,0.46,0.175,395,272,3,3,78.1,0.25
2026-06-29T12:00:16,16,6102,crater_floor,56.22,23.1,20.13,19.7,low_sun,-5.61,2.47,-8.08,0.896,0.29,1.537,0.189,577,198,11,15,70.9,0.35
2026-06-29T12:00:16,16,6105,small_rock,72.22,170.47,30.59,19.7,low_sun,-52.26,2.47,-54.73,0.873,0.486,3.797,0.746,996,168,22,38,37.0,0.54
2026-06-29T12:00:16,16,6110,boulder,24.13,174.02,30.69,19.7,low_sun,-10.16,2.47,-12.63,0.919,0.378,0.895,0.138,1007,168,15,23,77.8,0.58
2026-06-29T12:00:17,17,6111,crater_rim,59.12,157.42,18.11,18.4,low_sun,-59.59,7.68,-67.27,0.893,0.542,3.282,0.743,959,204,23,28,35.1,0.64
2026-06-29T12:00:17,17,6109,regolith_mound,26.47,-51.67,4.09,18.4,low_sun,-48.11,7.68,-55.78,0.887,0.493,3.889,0.714,365,244,61,113,89.5,0.65
2026-06-29T12:00:17,17,6112,rover_track,17.65,-87.83,18.94,18.4,low_sun,2.02,7.68,-5.66,0.9,0.553,4.97,0.138,262,202,118,207,105.8,0.43
2026-06-29T12:00:17,17,6114,crater_rim,20.16,-95.12,-14.74,18.4,low_sun,3.87,7.68,-3.81,0.949,0.468,1.248,0.172,241,297,25,39,82.0,0.41
2026-06-29T12:00:17,17,6102,rover_track,33.67,158.53,-5.77,18.4,low_sun,-35.26,7.68,-42.94,0.947,0.158,0.957,0.655,962,272,11,12,84.5,0.56
2026-06-29T12:00:18,18,6117,boulder,89.27,103.92,15.74,18.3,low_sun,-2.83,6.21,-9.04,0.882,0.464,2.634,0.289,807,211,12,20,104.0,0.4
2026-06-29T12:00:18,18,6105,unknown,92.78,-55.8,3.58,18.3,low_sun,-44.69,6.21,-50.91,0.825,0.704,3.272,0.783,353,245,14,13,80.1,0.47
2026-06-29T12:00:18,18,6118,crater_floor,67.96,84.45,-0.23,18.3,low_sun,-25.72,6.21,-31.93,0.922,0.676,0.336,0.339,752,256,3,4,80.0,0.45
2026-06-29T12:00:18,18,6120,shadow_edge,79.17,-49.33,-15.74,18.3,low_sun,-39.63,6.21,-45.85,0.945,0.323,4.694,0.517,371,300,24,15,43.3,0.49
2026-06-29T12:00:18,18,6113,rover_track,4.85,-6.91,-8.4,18.3,low_sun,-57.58,6.21,-63.8,0.887,0.615,0.544,0.714,492,279,47,35,73.2,0.74
2026-06-29T12:00:18,18,6109,regolith_mound,76.99,-80.89,-2.02,18.3,low_sun,-9.9,6.21,-16.11,0.947,0.248,0.471,0.185,281,261,3,3,94.4,0.36
2026-06-29T12:00:19,19,6103,regolith_mound,6.04,-70.14,17.61,18.8,low_sun,-20.39,0.18,-20.57,0.914,0.669,4.356,0.55,312,205,302,218,75.7,0.5
2026-06-29T12:00:19,19,6115,regolith_mound,41.96,70.36,-17.49,18.8,low_sun,-7.5,0.18,-7.68,0.98,0.395,1.11,0.244,712,305,11,11,69.3,0.38
2026-06-29T12:00:19,19,6113,small_rock,93.38,134.15,9.39,18.8,low_sun,-8.38,0.18,-8.56,0.93,0.427,3.95,0.209,893,229,17,13,89.4,0.27
2026-06-29T12:00:19,19,6120,boulder,7.31,-9.17,26.23,18.8,low_sun,-22.18,0.18,-22.36,0.95,0.35,4.607,0.378,485,181,264,260,48.1,0.65
2026-06-29T12:00:20,20,6112,small_rock,33.48,102.85,-2.53,19.4,low_sun,-5.03,10.17,-15.2,0.92,0.194,4.337,0.254,804,263,54,47,82.5,0.44
2026-06-29T12:00:20,20,6103,crater_rim,59.86,24.31,3.82,19.4,low_sun,8.49,10.17,-1.68,0.959,0.263,2.598,0.071,581,245,18,23,100.1,0.32
2026-06-29T12:00:20,20,6105,crater_floor,38.42,125.91,22.61,19.4,low_sun,9.95,10.17,-0.23,0.977,0.493,6.432,0.117,870,191,70,42,46.8,0.35
2026-06-29T12:00:20,20,6108,boulder,68.37,-24.53,2.53,19.4,low_sun,5.21,10.17,-4.96,0.903,0.499,3.734,0.197,442,248,22,29,81.3,0.43
2026-06-29T12:00:20,20,6123,lander_leg,88.44,27.79,2.18,19.4,low_sun,-44.95,10.17,-55.13,0.573,0.547,3.34,0.697,591,249,15,24,38.3,0.63
2026-06-29T12:00:20,20,6106,boulder,28.46,-23.74,-4.77,19.4,low_sun,13.95,10.17,3.77,0.947,0.583,5.357,0.149,444,269,79,91,35.8,0.51
2026-06-29T12:00:20,20,6101,shadow_edge,11.06,1.24,-1.21,19.4,low_sun,-2.32,10.17,-12.49,0.949,0.392,2.297,0.352,515,259,87,132,50.6,0.46
2026-06-29T12:00:20,20,6114,rover_track,30.94,-170.69,19.2,19.4,low_sun,13.22,10.17,3.05,0.931,0.188,5.717,0.063,26,201,77,97,96.6,0.39
2026-06-29T12:00:20,20,6109,rover_track,41.85,-166.67,11.07,19.4,low_sun,-10.5,10.17,-20.68,0.893,0.548,1.087,0.266,37,224,10,12,55.6,0.45
2026-06-29T12:00:21,21,6108,small_rock,30.69,20.31,13.33,18.0,low_sun,-11.09,-1.87,-9.22,0.862,0.7,4.359,0.214,569,218,59,105,106.6,0.41
2026-06-29T12:00:21,21,6102,crater_rim,63.65,-117.57,28.77,18.0,low_sun,-30.81,-1.87,-28.94,0.892,0.199,3.577,0.356,177,174,23,16,86.2,0.44
