timestamp,temp_c,humidity_pct,pressure_hpa,abs_470nm,abs_850nm,scattering_m1,pm25_ug_m3,cosmic_rad_usv_h,ec_ms_cm,sensor_voltage_v,gps_lat,gps_lon
2026-06-29T12:00:28,21.741,43.7,996.83,0.1214,0.078,0.0549,8.52,0.0565,0.9189,3.429,40.8672488,-72.8826922
2026-06-29T12:00:30,21.635,43.76,1030.36,0.1169,0.0772,0.059,9.89,0.0598,0.9105,3.208,40.8672523,-72.8826917
2026-06-29T12:00:32,21.7,44.62,1005.49,0.12,0.082,0.0577,10.7,0.0575,0.8694,3.43,40.8672558,-72.8826911
2026-06-29T12:00:34,22.05,43.53,1008.03,0.1194,0.0784,0.0554,10.91,0.0602,0.8882,3.161,40.8672593,-72.8826906
2026-06-29T12:00:36,23.755,46.43,1060.76,0.1255,0.083,0.055,9.38,0.0575,0.845,3.27,40.8672628,-72.88269
2026-06-29T12:00:38,23.731,43.86,1042.02,0.1199,0.0796,0.0596,11.25,0.0594,0.8537,3.243,40.8672663,-72.8826894
2026-06-29T12:00:40,23.701,45.27,1017.51,0.1234,0.0767,0.0576,10.05,0.0561,0.9252,3.171,40.8672698,-72.8826889
2026-06-29T12:00:42,21.935,45.33,1030.99,0.1173,0.0772,0.0594,9.02,0.0588,0.8775,3.338,40.8672732,-72.8826883
2026-06-29T12:00:44,22.705,46.85,983.27,0.1231,0.0781,0.0567,10.01,0.0571,0.9072,3.169,40.8672767,-72.8826878
2026-06-29T12:00:46,22.566,47.14,1063.5,0.1154,0.078,0.0561,11.42,0.0604,0.8736,3.197,40.8672802,-72.8826872
2026-06-29T12:00:48,23.424,45.81,1024.55,0.1264,0.0815,0.0547,10.44,0.0591,0.9242,3.189,40.8672837,-72.8826867
2026-06-29T12:00:50,21.802,43.12,1018.62,0.1178,0.0811,0.0589,8.93,0.0568,0.8845,3.444,40.8672872,-72.8826861
2026-06-29T12:00:52,23.466,43.05,1005.48,0.1179,0.0763,0.0593,9.87,0.0596,0.8904,3.286,40.8672906,-72.8826856
2026-06-29T12:00:54,21.576,42.97,1052.04,0.1255,0.0807,0.0597,9.6,0.056,0.869,3.442,40.8672941,-72.882685
2026-06-29T12:00:56,23.367,46.49,1053.65,0.1171,0.0783,0.0556,10.95,0.0576,0.8969,3.196,40.8672976,-72.8826844
2026-06-29T12:00:58,23.678,46.51,1061.48,0.1244,0.0834,0.0553,10.24,0.0607,0.9132,3.431,40.8673011,-72.8826839
2026-06-29T12:01:00,23.415,43.82,1042.34,0.1159,0.0833,0.0602,9.15,0.058,0.8694,3.408,40.8673045,-72.8826833
2026-06-29T12:01:02,22.098,42.73,982.13,0.1186,0.0833,0.0609,9.17,0.0576,0.9296,3.322,40.867308,-72.8826828
2026-06-29T12:01:04,23.721,43.13,1060.89,0.1168,0.0841,0.057,8.47,0.0595,0.8706,3.345,40.8673115,-72.8826822
2026-06-29T12:01:06,22.756,44.34,1020.98,0.1178,0.082,0.0555,11.02,0.0595,0.9088,3.366,40.8673149,-72.8826817
2026-06-29T12:01:08,22.429,42.92,1029.86,0.1187,0.0789,0.0606,10.15,0.0571,0.8794,3.278,40.8673184,-72.8826811
2026-06-29T12:01:10,22.279,43.17,1005.16,0.1261,0.0818,0.061,9.85,0.0585,0.8434,3.239,40.8673219,-72.8826806
2026-06-29T12:01:12,22.592,45.2,1028.9,0.1204,0.0799,0.057,10.01,0.06,0.8587,3.173,40.8673253,-72.88268
2026-06-29T12:01:14,22.793,45.43,996.52,0.1247,0.0824,0.0598,8.61,0.0555,0.8656,3.302,40.8673288,-72.8826794
2026-06-29T12:01:16,23.561,42.92,1004.55,0.1224,0.078,0.0601,9.44,0.0592,0.8445,3.393,40.8673323,-72.8826789
2026-06-29T12:01:18,23.387,43.06,1005.63,0.1169,0.0841,0.0591,8.14,0.0603,0.8848,3.41,40.8673357,-72.8826783
2026-06-29T12:01:20,23.161,47.01,1022.89,0.1263,0.0836,0.0598,10.36,0.0602,0.8931,3.441,40.8673392,-72.8826778
2026-06-29T12:01:22,23.341,44.7,988.82,0.1179,0.0816,0.0608,9.89,0.057,0.8515,3.239,40.8673426,-72.8826772
2026-06-29T12:01:24,22.273,44.01,1017.28,0.1166,0.0783,0.0605,9.87,0.0577,0.8931,3.282,40.8673461,-72.8826767
2026-06-29T12:01:26,22.131,44.45,1054.23,0.122,0.0821,0.0616,10.37,0.0554,0.8764,3.394,40.8673495,-72.8826761
2026-06-29T12:01:28,23.613,46.84,1005.01,0.124,0.0809,0.0602,8.61,0.0579,0.8479,3.256,40.867353,-72.8826756
2026-06-29T12:01:30,23.223,44.37,979.27,0.1206,0.0775,0.0604,8.19,0.0587,0.8479,3.357,40.8673564,-72.882675
2026-06-29T12:01:32,21.989,44.62,967.65,0.1196,0.0782,0.0587,10.36,0.0598,0.9198,3.228,40.8673599,-72.8826744
2026-06-29T12:01:34,21.873,42.64,1017.2,0.1271,0.0793,0.0607,10.7,0.0598,0.9305,3.21,40.8673633,-72.8826739
2026-06-29T12:01:36,21.74,43.23,975.34,0.1231,0.081,0.0582,10.57,0.0564,0.9002,3.392,40.8673668,-72.8826733
2026-06-29T12:01:38,21.961,46.21,1060.3,0.1163,0.0767,0.0589,10.7,0.0577,0.91,3.17,40.8673702,-72.8826728
2026-06-29T12:01:40,23.284,45.35,972.87,0.1244,0.0834,0.0607,8.98,0.06,0.8775,3.286,40.8673736,-72.8826722
2026-06-29T12:01:42,22.56,44.8,997.12,0.1254,0.0832,0.0579,11.23,0.0603,0.9098,3.289,40.8673771,-72.8826717
2026-06-29T12:01:44,23.397,46.85,989.91,0.1249,0.0809,0.0602,9.73,0.057,0.9229,3.419,40.8673805,-72.8826711
2026-06-29T12:01:46,21.924,46.47,987.25,0.1208,0.0815,0.0597,8.58,0.0565,0.8661,3.409,40.867384,-72.8826706
2026-06-29T12:01:48,22.511,46.46,1033.59,0.1185,0.0767,0.0632,8.64,0.0583,0.915,3.373,40.8673874,-72.88267
2026-06-29T12:01:50,23.217,44.71,1042.88,0.1163,0.0784,0.0618,9.19,0.0582,0.895,3.285,40.8673908,-72.8826694
2026-06-29T12:01:52,23.453,43.99,1033.76,0.1185,0.0786,0.0584,8.44,0.0586,0.9158,3.206,40.8673942,-72.8826689
2026-06-29T12:01:54,22.248,44.68,1035.96,0.127,0.0808,0.0595,8.24,0.0568,0.8641,3.149,40.8673977,-72.8826683
2026-06-29T12:01:56,22.982,43.73,1061.26,0.1219,0.0822,0.0586,10.8,0.0606,0.8995,3.3,40.8674011,-72.8826678
2026-06-29T12:01:58,22.775,43.33,967.75,0.1267,0.0805,0.063,9.0,0.0591,0.8532,3.194,40.8674045,-72.8826672
2026-06-29T12:02:00,23.062,43.86,1063.24,0.1167,0.0828,0.0618,10.28,0.0585,0.8889,3.291,40.8674079,-72.8826667
2026-06-29T12:02:02,23.751,46.92,993.48,0.1228,0.0816,0.0627,10.72,0.0567,0.9079,3.196,40.8674113,-72.8826661
2026-06-29T12:02:04,22.184,42.82,962.81,0.1208,0.0814,0.06,9.08,0.0596,0.8897,3.372,40.8674147,-72.8826656
2026-06-29T12:02:06,23.911,46.01,1025.87,0.1234,0.0842,0.0609,9.98,0.0608,0.9232,3.168,40.8674181,-72.882665
2026-06-29T12:02:08,22.179,43.86,1038.42,0.1223,0.079,0.0592,10.47,0.061,0.8943,3.308,40.8674215,-72.8826644
2026-06-29T12:02:10,21.99,42.65,1006.31,0.1193,0.0787,0.0591,11.46,0.0589,0.9348,3.475,40.867425,-72.8826639
2026-06-29T12:02:12,23.355,43.68,966.61,0.1246,0.0805,0.0626,10.6,0.0589,0.9067,3.307,40.8674284,-72.8826633
2026-06-29T12:02:14,22.028,44.02,996.31,0.1236,0.0836,0.0607,10.06,0.061,0.9229,3.327,40.8674317,-72.8826628
2026-06-29T12:02:16,22.87,43.87,995.29,0.1272,0.08,0.0619,11.34,0.0587,0.8873,3.207,40.8674351,-72.8826622
2026-06-29T12:02:18,22.663,45.84,1025.9,0.1247,0.0784,0.0623,10.92,0.0596,0.8614,3.467,40.8674385,-72.8826617
2026-06-29T12:02:20,23.238,43.52,978.58,0.1222,0.0812,0.0595,11.64,0.0582,0.8613,3.42,40.8674419,-72.8826611
2026-06-29T12:02:22,22.991,45.65,1014.09,0.1188,0.0835,0.0651,8.98,0.0578,0.9336,3.313,40.8674453,-72.8826606
2026-06-29T12:02:24,23.874,46.31,990.52,0.1251,0.0801,0.0649,10.03,0.0572,0.878,3.339,40.8674487,-72.88266
2026-06-29T12:02:26,24.156,44.63,977.59,0.1221,0.0796,0.0626,9.79,0.0574,0.8683,3.375,40.8674521,-72.8826594
2026-06-29T12:02:28,23.18,43.48,1041.11,0.1161,0.0828,0.0637,10.51,0.0595,0.9252,3.469,40.8674554,-72.8826589
2026-06-29T12:02:30,23.011,42.6,1013.42,0.1228,0.0838,0.0648,9.55,0.0582,0.9166,3.28,40.8674588,-72.8826583
2026-06-29T12:02:32,23.385,43.12,1010.1,0.1274,0.0795,0.0638,10.51,0.0606,0.9291,3.27,40.8674622,-72.8826578
2026-06-29T12:02:34,22.614,45.63,1039.47,0.1262,0.0771,0.06,10.52,0.0614,0.9192,3.288,40.8674656,-72.8826572
2026-06-29T12:02:36,22.118,45.25,1050.93,0.121,0.0824,0.0653,8.58,0.0573,0.8861,3.193,40.8674689,-72.8826567
2026-06-29T12:02:38,23.122,44.94,1042.82,0.1177,0.0775,0.0652,9.8,0.0609,0.8655,3.297,40.8674723,-72.8826561
2026-06-29T12:02:40,22.489,43.55,963.48,0.1255,0.0841,0.0641,8.62,0.0576,0.9056,3.356,40.8674756,-72.8826556
2026-06-29T12:02:42,22.889,43.52,1048.17,0.1181,0.08,0.0629,8.98,0.059,0.9422,3.242,40.867479,-72.882655
2026-06-29T12:02:44,24.173,45.34,990.33,0.1226,0.0824,0.0647,8.44,0.0585,0.9345,3.239,40.8674823,-72.8826544
2026-06-29T12:02:46,23.767,45.11,998.22,0.1235,0.0819,0.0643,10.53,0.0605,0.91,3.444,40.8674857,-72.8826539
2026-06-29T12:02:48,23.422,43.77,1007.18,0.1228,0.0828,0.0607,9.31,0.0567,0.8656,3.323,40.867489,-72.8826533
2026-06-29T12:02:50,24.18,44.76,1055.07,0.1259,0.079,0.0654,9.94,0.06,0.8844,3.183,40.8674924,-72.8826528
2026-06-29T12:02:52,24.167,43.01,1060.44,0.1263,0.0828,0.0665,11.44,0.0578,0.9252,3.149,40.8674957,-72.8826522
2026-06-29T12:02:54,23.19,44.41,1030.69,0.124,0.0817,0.0656,10.59,0.057,0.8566,3.437,40.867499,-72.8826517
2026-06-29T12:02:56,23.254,46.46,984.95,0.1166,0.0836,0.0663,9.02,0.0565,0.9397,3.245,40.8675024,-72.8826511
2026-06-29T12:02:58,23.102,42.81,1052.41,0.1175,0.0806,0.0648,10.89,0.0581,0.9216,3.196,40.8675057,-72.8826506
2026-06-29T12:03:00,22.929,42.81,1012.1,0.1209,0.0847,0.0608,9.26,0.0612,0.932,3.177,40.867509,-72.88265
2026-06-29T12:03:02,23.562,44.79,1061.59,0.1203,0.0802,0.0619,8.86,0.0583,0.9149,3.357,40.8675123,-72.8826494
2026-06-29T12:03:04,23.364,42.46,1042.23,0.1189,0.078,0.0644,8.63,0.0569,0.8749,3.432,40.8675156,-72.8826489
2026-06-29T12:03:06,22.75,43.02,1053.75,0.116,0.0839,0.0618,8.38,0.0567,0.9152,3.153,40.867519,-72.8826483
2026-06-29T12:03:08,22.03,45.88,986.62,0.1199,0.0784,0.0613,10.45,0.0601,0.8987,3.402,40.8675223,-72.8826478
2026-06-29T12:03:10,23.191,42.84,1013.56,0.1276,0.0774,0.0661,10.82,0.0584,0.9429,3.165,40.8675256,-72.8826472
2026-06-29T12:03:12,23.118,44.13,1032.02,0.122,0.0844,0.0616,8.53,0.0561,0.8811,3.354,40.8675289,-72.8826467
2026-06-29T12:03:14,23.286,43.79,1063.28,0.1225,0.0807,0.0651,8.67,0.0607,0.9152,3.399,40.8675322,-72.8826461
2026-06-29T12:03:16,23.693,43.29,1008.26,0.1189,0.0798,0.0642,9.07,0.0582,0.9167,3.268,40.8675355,-72.8826456
2026-06-29T12:03:18,22.382,46.44,969.31,0.1263,0.0778,0.062,10.74,0.059,0.9098,3.33,40.8675387,-72.882645
2026-06-29T12:03:20,22.799,42.87,998.33,0.1242,0.0831,0.067,10.85,0.0593,0.8888,3.336,40.867542,-72.8826444
2026-06-29T12:03:22,22.535,45.25,985.23,0.1175,0.0839,0.0639,10.57,0.0605,0.9336,3.467,40.8675453,-72.8826439
2026-06-29T12:03:24,23.947,45.05,1027.62,0.1165,0.0846,0.0669,8.71,0.0599,0.8854,3.257,40.8675486,-72.8826433
2026-06-29T12:03:26,22.069,46.19,1019.88,0.1211,0.0782,0.0657,8.5,0.057,0.8957,3.257,40.8675518,-72.8826428
2026-06-29T12:03:28,22.92,45.52,1041.21,0.1231,0.0778,0.0621,8.77,0.0597,0.8825,3.364,40.8675551,-72.8826422
2026-06-29T12:03:30,23.196,44.28,990.18,0.1255,0.078,0.0646,9.21,0.0586,0.9184,3.16,40.8675584,-72.8826417
2026-06-29T12:03:32,22.992,44.97,963.28,0.1199,0.0788,0.0628,8.81,0.0558,0.9259,3.203,40.8675616,-72.8826411
2026-06-29T12:03:34,22.964,45.43,1013.19,0.1265,0.0837,0.0624,10.29,0.0559,0.9418,3.43,40.8675649,-72.8826406
2026-06-29T12:03:36,23.426,44.85,1034.39,0.1214,0.0781,0.0621,9.45,0.0594,0.934,3.449,40.8675681,-72.88264
2026-06-29T12:03:38,22.299,46.05,987.15,0.1235,0.0814,0.0647,8.98,0.0577,0.8742,3.313,40.8675714,-72.8826394
2026-06-29T12:03:40,22.365,44.56,1054.28,0.1206,0.0831,0.0675,10.36,0.0567,0.8771,3.344,40.8675746,-72.8826389
2026-06-29T12:03:42,23.876,45.2,980.45,0.1258,0.0812,0.0672,10.43,0.0612,0.9105,3.355,40.8675778,-72.8826383
2026-06-29T12:03:44,23.567,46.12,1026.05,0.1182,0.0777,0.0652,8.9,0.0561,0.9056,3.247,40.8675811,-72.8826378
2026-06-29T12:03:46,23.172,42.53,1046.76,0.1173,0.0842,0.068,10.05,0.0585,0.91,3.407,40.8675843,-72.8826372
2026-06-29T12:03:48,24.213,44.27,1044.54,0.1244,0.0798,0.0656,8.27,0.0564,0.9415,3.258,40.8675875,-72.8826367
2026-06-29T12:03:50,23.797,44.51,979.98,0.1195,0.0808,0.0654,9.43,0.058,0.8859,3.28,40.8675907,-72.8826361
2026-06-29T12:03:52,22.928,44.92,1042.46,0.1244,0.0778,0.0632,10.01,0.0601,0.92,3.444,40.8675939,-72.8826356
2026-06-29T12:03:54,24.181,43.74,1021.54,0.1182,0.0801,0.069,10.18,0.0593,0.9457,3.247,40.8675971,-72.882635
2026-06-29T12:03:56,23.03,45.77,1044.88,0.1247,0.084,0.0676,10.28,0.0596,0.8993,3.264,40.8676003,-72.8826344
2026-06-29T12:03:58,23.004,43.05,984.19,0.1281,0.0812,0.0643,8.25,0.0608,0.8703,3.4,40.8676035,-72.8826339
2026-06-29T12:04:00,24.114,46.17,966.32,0.1207,0.0835,0.0637,9.02,0.0607,0.9312,3.412,40.8676067,-72.8826333
2026-06-29T12:04:02,22.558,44.19,1004.12,0.1249,0.0792,0.0658,9.28,0.0585,0.91,3.247,40.8676099,-72.8826328
2026-06-29T12:04:04,24.066,44.32,1047.1,0.1211,0.085,0.0695,9.38,0.0581,0.9096,3.464,40.8676131,-72.8826322
2026-06-29T12:04:06,24.092,45.79,976.51,0.1197,0.0825,0.0688,9.47,0.0609,0.9392,3.239,40.8676163,-72.8826317
2026-06-29T12:04:08,23.974,43.44,1054.21,0.1184,0.0809,0.0694,8.82,0.0579,0.8646,3.162,40.8676195,-72.8826311
2026-06-29T12:04:10,23.37,43.27,1063.25,0.1212,0.0775,0.0694,10.88,0.0605,0.8749,3.239,40.8676226,-72.8826306
2026-06-29T12:04:12,24.143,45.31,976.55,0.1253,0.081,0.0633,8.23,0.0608,0.9124,3.385,40.8676258,-72.88263
2026-06-29T12:04:14,23.444,42.71,991.68,0.1204,0.0777,0.0661,10.54,0.0566,0.945,3.342,40.8676289,-72.8826294
2026-06-29T12:04:16,22.255,44.5,987.0,0.1185,0.0808,0.0675,8.85,0.0598,0.8708,3.467,40.8676321,-72.8826289
2026-06-29T12:04:18,22.382,44.54,1013.88,0.1289,0.0819,0.066,9.74,0.0617,0.8863,3.15,40.8676352,-72.8826283
2026-06-29T12:04:20,24.075,43.73,1036.74,0.1245,0.0837,0.0684,8.78,0.0591,0.9374,3.202,40.8676384,-72.8826278
2026-06-29T12:04:22,24.06,44.26,1032.94,0.1245,0.084,0.064,10.48,0.0577,0.8676,3.211,40.8676415,-72.8826272
2026-06-29T12:04:24,22.341,46.34,1014.7,0.1289,0.0818,0.0653,10.14,0.058,0.9349,3.431,40.8676446,-72.8826267
2026-06-29T12:04:26,23.027,42.74,999.77,0.1277,0.0835,0.0697,9.8,0.0589,0.9093,3.45,40.8676478,-72.8826261
2026-06-29T12:04:28,23.472,45.74,1036.14,0.1178,0.0823,0.0692,9.66,0.0564,0.9244,3.246,40.8676509,-72.8826256
2026-06-29T12:04:30,23.674,44.07,1032.36,0.1212,0.0778,0.0696,9.72,0.0576,0.9537,3.458,40.867654,-72.882625
2026-06-29T12:04:32,22.444,45.01,999.29,0.1267,0.083,0.0702,8.72,0.0606,0.8679,3.167,40.8676571,-72.8826244
2026-06-29T12:04:34,24.1,43.8,1001.27,0.1239,0.0824,0.0685,10.91,0.0605,0.9172,3.32,40.8676602,-72.8826239
2026-06-29T12:04:36,23.215,45.05,987.77,0.1183,0.0835,0.0673,9.42,0.0575,0.8888,3.292,40.8676633,-72.8826233
2026-06-29T12:04:38,24.625,43.43,1055.33,0.123,0.0785,0.0698,9.94,0.0586,0.8733,3.37,40.8676664,-72.8826228
2026-06-29T12:04:40,24.279,43.58,997.68,0.1178,0.0819,0.0701,10.98,0.0615,0.9237,3.407,40.8676695,-72.8826222
2026-06-29T12:04:42,23.495,42.69,982.84,0.1187,0.0839,0.0643,9.73,0.0607,0.916,3.347,40.8676726,-72.8826217
2026-06-29T12:04:44,22.51,43.52,1063.75,0.1259,0.0818,0.0694,10.22,0.0617,0.9245,3.293,40.8676756,-72.8826211
2026-06-29T12:04:46,23.911,43.67,1051.42,0.1266,0.0827,0.0655,11.02,0.0614,0.8712,3.186,40.8676787,-72.8826206
2026-06-29T12:04:48,22.68,42.87,995.16,0.1258,0.0803,0.0706,11.26,0.0575,0.9243,3.327,40.8676818,-72.88262
2026-06-29T12:04:50,22.621,43.48,1016.52,0.1233,0.0789,0.0707,8.8,0.0603,0.9218,3.423,40.8676848,-72.8826194
2026-06-29T12:04:52,23.658,45.79,965.35,0.1176,0.0828,0.0683,10.42,0.0585,0.9251,3.309,40.8676879,-72.8826189
2026-06-29T12:04:54,23.814,43.41,1059.39,0.1231,0.0841,0.0691,8.7,0.0564,0.9072,3.305,40.8676909,-72.8826183
2026-06-29T12:04:56,22.826,44.82,994.14,0.126,0.0836,0.0703,10.72,0.0582,0.9185,3.25,40.8676939,-72.8826178
2026-06-29T12:04:58,23.45,43.31,987.59,0.1183,0.0799,0.0672,9.79,0.0611,0.882,3.253,40.867697,-72.8826172
2026-06-29T12:05:00,23.718,43.5,1039.78,0.1233,0.0818,0.068,8.69,0.0616,0.9138,3.464,40.8677,-72.8826167
2026-06-29T12:05:02,22.871,43.68,967.59,0.1233,0.0848,0.0691,9.65,0.0611,0.9072,3.437,40.867703,-72.8826161
2026-06-29T12:05:04,24.085,45.49,999.54,0.1222,0.0823,0.066,9.44,0.059,0.9379,3.237,40.867706,-72.8826156
2026-06-29T12:05:06,24.708,45.12,974.5,0.1293,0.0808,0.0702,9.62,0.0605,0.8865,3.313,40.867709,-72.882615
2026-06-29T12:05:08,23.562,42.3,976.35,0.1214,0.0815,0.0679,10.03,0.058,0.9246,3.198,40.867712,-72.8826144
2026-06-29T12:05:10,24.725,45.37,992.78,0.1214,0.0844,0.0685,10.12,0.0609,0.9024,3.368,40.867715,-72.8826139
2026-06-29T12:05:12,24.707,44.68,1043.18,0.1262,0.0833,0.0651,10.07,0.0607,0.9399,3.336,40.867718,-72.8826133
2026-06-29T12:05:14,24.105,44.67,979.74,0.1251,0.0827,0.0707,8.8,0.0563,0.9559,3.181,40.867721,-72.8826128
2026-06-29T12:05:16,22.454,43.47,977.8,0.1259,0.081,0.0703,11.37,0.0604,0.8751,3.19,40.867724,-72.8826122
2026-06-29T12:05:18,22.905,43.52,1029.55,0.1238,0.0802,0.0662,10.76,0.0582,0.9402,3.383,40.867727,-72.8826117
2026-06-29T12:05:20,23.941,45.15,1024.27,0.1198,0.0797,0.0689,9.29,0.0579,0.8962,3.213,40.8677299,-72.8826111
2026-06-29T12:05:22,24.093,43.47,997.8,0.1289,0.0842,0.067,8.72,0.0584,0.9597,3.415,40.8677329,-72.8826106
2026-06-29T12:05:24,24.69,45.63,991.89,0.121,0.0836,0.0675,9.3,0.059,0.8887,3.323,40.8677358,-72.88261
2026-06-29T12:05:26,24.646,45.14,976.37,0.1251,0.0825,0.0668,10.24,0.0599,0.8752,3.281,40.8677388,-72.8826094
2026-06-29T12:05:28,24.143,42.5,1040.55,0.1175,0.0822,0.0716,9.83,0.0613,0.9144,3.211,40.8677417,-72.8826089
2026-06-29T12:05:30,24.733,43.48,1027.89,0.1287,0.0785,0.0692,10.02,0.0617,0.9545,3.202,40.8677446,-72.8826083
2026-06-29T12:05:32,24.546,42.83,1055.63,0.1298,0.081,0.0687,11.52,0.0616,0.9514,3.148,40.8677476,-72.8826078
2026-06-29T12:05:34,23.81,42.52,1062.04,0.121,0.0859,0.0691,10.11,0.0612,0.9142,3.208,40.8677505,-72.8826072
2026-06-29T12:05:36,22.74,42.76,1008.95,0.1207,0.0793,0.0705,10.64,0.0606,0.8876,3.428,40.8677534,-72.8826067
2026-06-29T12:05:38,24.602,45.7,1014.66,0.1186,0.0833,0.0667,8.47,0.0576,0.8956,3.222,40.8677563,-72.8826061
2026-06-29T12:05:40,24.27,46.25,993.04,0.1265,0.0779,0.07,9.83,0.0569,0.9,3.279,40.8677592,-72.8826056
2026-06-29T12:05:42,23.682,45.99,1033.73,0.1215,0.0788,0.0718,9.19,0.0575,0.8844,3.195,40.8677621,-72.882605
2026-06-29T12:05:44,24.27,44.7,1004.58,0.1244,0.0817,0.0692,9.91,0.0577,0.9416,3.434,40.867765,-72.8826044
2026-06-29T12:05:46,22.699,44.0,1033.75,0.1186,0.0824,0.066,9.85,0.0596,0.8863,3.253,40.8677678,-72.8826039
2026-06-29T12:05:48,23.744,42.53,983.26,0.1249,0.0786,0.0691,10.58,0.0592,0.9147,3.164,40.8677707,-72.8826033
2026-06-29T12:05:50,23.614,45.58,1035.72,0.1226,0.0845,0.0708,9.48,0.0582,0.8788,3.474,40.8677736,-72.8826028
2026-06-29T12:05:52,24.74,42.31,1057.05,0.1181,0.0812,0.071,11.0,0.06,0.9118,3.473,40.8677764,-72.8826022
2026-06-29T12:05:54,23.437,45.85,1054.31,0.1224,0.0835,0.0703,9.97,0.0583,0.8898,3.322,40.8677793,-72.8826017
2026-06-29T12:05:56,23.791,45.22,985.01,0.1178,0.0781,0.0678,10.27,0.0594,0.9493,3.226,40.8677821,-72.8826011
2026-06-29T12:05:58,23.364,43.21,1057.41,0.1268,0.0788,0.0714,9.71,0.0615,0.8752,3.213,40.867785,-72.8826006
2026-06-29T12:06:00,22.789,42.14,1023.01,0.1265,0.0783,0.0709,9.16,0.0575,0.9535,3.163,40.8677878,-72.8826
2026-06-29T12:06:02,23.752,43.26,1045.09,0.1269,0.0805,0.07,10.03,0.058,0.8874,3.363,40.8677906,-72.8825994
2026-06-29T12:06:04,23.087,43.31,968.62,0.1296,0.0851,0.0722,10.0,0.0592,0.9639,3.456,40.8677934,-72.8825989
2026-06-29T12:06:06,24.163,45.45,994.73,0.123,0.0792,0.0685,10.44,0.0613,0.9023,3.379,40.8677962,-72.8825983
2026-06-29T12:06:08,24.489,46.01,1019.42,0.1299,0.0825,0.0669,8.66,0.0601,0.9598,3.425,40.867799,-72.8825978
2026-06-29T12:06:10,22.801,45.17,981.74,0.1212,0.0835,0.0701,10.48,0.0608,0.9418,3.329,40.8678018,-72.8825972
2026-06-29T12:06:12,23.727,45.81,996.17,0.1298,0.0781,0.0725,10.66,0.0622,0.9194,3.225,40.8678046,-72.8825967
2026-06-29T12:06:14,24.031,42.86,1055.15,0.1248,0.0843,0.0686,9.66,0.0578,0.9227,3.309,40.8678074,-72.8825961
2026-06-29T12:06:16,22.834,46.29,1010.0,0.1284,0.0855,0.0686,9.5,0.0576,0.8891,3.231,40.8678101,-72.8825956
2026-06-29T12:06:18,24.83,44.51,1004.74,0.1199,0.0807,0.0687,10.7,0.0602,0.939,3.23,40.8678129,-72.882595
2026-06-29T12:06:20,24.568,46.22,1027.45,0.1241,0.0794,0.0716,8.9,0.0592,0.9607,3.324,40.8678157,-72.8825944
2026-06-29T12:06:22,24.147,42.2,965.86,0.1286,0.0858,0.0707,10.4,0.0613,0.8977,3.379,40.8678184,-72.8825939
2026-06-29T12:06:24,22.646,44.17,1000.24,0.1257,0.0835,0.0704,9.64,0.0564,0.9274,3.148,40.8678211,-72.8825933
2026-06-29T12:06:26,23.892,43.15,1061.46,0.1183,0.0847,0.0708,11.05,0.057,0.8856,3.194,40.8678239,-72.8825928
