timestamp,track_id,object_class,x_m,y_m,z_m,distance_m,azimuth_deg,elevation_deg,bbox_length_m,bbox_width_m,bbox_height_m,point_count,mean_intensity,occlusion,confidence
2026-06-29T12:00:04,2007,cart,-5.0,65.13,1.79,65.35,94.39,1.57,1.37,0.67,1.04,71,0.472,none,0.52
2026-06-29T12:00:04,2013,person,-57.39,-0.73,1.48,57.42,-179.28,1.48,0.77,0.66,1.83,48,0.401,none,0.45
2026-06-29T12:00:04,2009,person,16.92,-16.53,2.44,23.78,-44.33,5.88,0.39,0.61,1.78,155,0.82,partial,0.77
2026-06-29T12:00:04,2010,unknown,-46.81,23.37,-0.1,52.32,153.47,-0.11,1.58,1.59,1.92,32,0.496,none,0.52
2026-06-29T12:00:05,2004,vehicle,-40.28,-46.06,-0.1,61.19,-131.17,-0.09,3.65,1.9,2.29,181,0.391,none,0.51
2026-06-29T12:00:05,2013,person,-56.8,-0.38,1.48,56.82,-179.62,1.49,0.68,0.63,1.93,37,0.229,heavy,0.45
2026-06-29T12:00:05,2011,unknown,48.55,33.88,1.53,59.23,34.91,1.48,2.37,2.1,1.44,64,0.355,partial,0.45
2026-06-29T12:00:05,2006,person,-7.94,-6.79,1.75,10.59,-139.49,9.53,0.77,0.39,1.56,145,0.628,heavy,0.45
2026-06-29T12:00:05,2009,person,17.36,-16.56,2.42,24.11,-43.65,5.75,0.57,0.65,1.77,90,0.569,none,0.63
2026-06-29T12:00:05,2015,vehicle,-1.7,23.52,0.53,23.59,94.13,1.28,5.13,1.95,1.34,374,0.759,none,0.99
2026-06-29T12:00:06,2004,vehicle,-39.93,-46.51,-0.11,61.3,-130.65,-0.1,4.64,2.09,1.79,347,0.346,none,0.58
2026-06-29T12:00:06,2014,bicycle,-56.07,-27.31,2.22,62.41,-154.03,2.04,1.88,0.69,1.29,39,0.415,none,0.45
2026-06-29T12:00:06,2011,unknown,47.97,33.92,1.54,58.77,35.26,1.5,0.33,2.04,1.21,141,0.495,none,0.59
2026-06-29T12:00:06,2012,person,32.84,-26.78,0.76,42.38,-39.19,1.03,0.66,0.51,1.87,113,0.502,none,0.58
2026-06-29T12:00:06,2003,bicycle,1.22,20.22,1.07,20.29,86.54,3.02,1.71,0.58,1.06,39,0.444,none,0.47
2026-06-29T12:00:06,2001,person,4.43,61.48,-0.11,61.64,85.88,-0.1,0.56,0.54,1.6,43,0.321,none,0.45
2026-06-29T12:00:06,2013,person,-56.19,0.03,1.47,56.21,179.97,1.5,0.37,0.42,1.95,123,0.381,partial,0.45
2026-06-29T12:00:07,2002,bicycle,-10.07,-31.26,1.32,32.87,-107.85,2.3,1.71,0.44,1.06,204,0.341,none,0.48
2026-06-29T12:00:07,2004,vehicle,-39.5,-47.05,-0.09,61.43,-130.02,-0.08,4.72,2.17,2.09,746,0.577,none,0.99
2026-06-29T12:00:07,2012,person,33.27,-27.1,0.75,42.91,-39.17,1.0,0.54,0.34,1.78,58,0.595,none,0.63
2026-06-29T12:00:07,2007,cart,-5.04,65.63,1.78,65.84,94.39,1.55,1.07,0.8,1.16,229,0.215,none,0.45
2026-06-29T12:00:07,2006,person,-7.91,-6.93,1.77,10.66,-138.78,9.54,0.42,0.37,1.87,73,0.768,none,0.82
2026-06-29T12:00:07,2008,person,-25.64,-28.88,1.47,38.65,-131.6,2.18,0.36,0.49,1.54,155,0.478,partial,0.45
2026-06-29T12:00:07,2003,bicycle,1.92,20.61,1.05,20.73,84.67,2.91,1.66,0.45,1.22,141,0.577,none,0.67
2026-06-29T12:00:07,2011,unknown,47.54,34.01,1.52,58.48,35.58,1.49,0.31,1.02,0.99,141,0.392,none,0.49
2026-06-29T12:00:07,2009,person,18.09,-16.44,2.44,24.57,-42.28,5.7,0.37,0.59,1.88,159,0.606,heavy,0.45
2026-06-29T12:00:07,2001,person,3.7,62.28,-0.1,62.39,86.6,-0.09,0.66,0.36,1.79,130,0.336,none,0.45
2026-06-29T12:00:08,2014,bicycle,-55.58,-27.54,2.22,62.07,-153.64,2.05,1.65,0.56,1.13,208,0.489,partial,0.48
2026-06-29T12:00:08,2004,vehicle,-39.03,-47.48,-0.11,61.46,-129.42,-0.11,4.77,2.28,2.0,759,0.604,partial,0.96
2026-06-29T12:00:08,2002,bicycle,-9.66,-31.02,1.3,32.52,-107.3,2.29,1.69,0.45,0.94,42,0.664,none,0.69
2026-06-29T12:00:08,2003,bicycle,2.4,20.99,1.08,21.15,83.47,2.93,1.44,0.44,1.35,189,0.608,none,0.73
2026-06-29T12:00:08,2015,vehicle,-2.12,23.47,0.54,23.58,95.17,1.31,5.21,2.12,1.73,859,0.519,none,0.99
2026-06-29T12:00:08,2006,person,-7.96,-6.93,1.79,10.71,-138.98,9.65,0.62,0.39,1.78,26,0.764,none,0.78
2026-06-29T12:00:08,2011,unknown,47.06,33.97,1.53,58.06,35.83,1.51,2.33,2.07,1.74,43,0.309,partial,0.45
2026-06-29T12:00:08,2008,person,-26.1,-29.21,1.47,39.2,-131.77,2.16,0.73,0.4,1.81,35,0.58,none,0.6
2026-06-29T12:00:09,2001,person,2.86,63.05,-0.12,63.12,87.41,-0.11,0.63,0.65,1.62,75,0.176,partial,0.45
2026-06-29T12:00:09,2010,unknown,-46.17,22.76,-0.1,51.48,153.76,-0.11,0.5,0.57,1.5,89,0.362,none,0.45
2026-06-29T12:00:09,2003,bicycle,3.07,21.4,1.06,21.64,81.84,2.82,1.79,0.77,1.07,211,0.668,none,0.81
2026-06-29T12:00:09,2012,person,33.55,-27.35,0.74,43.29,-39.18,0.98,0.66,0.31,1.91,141,0.53,partial,0.47
2026-06-29T12:00:09,2009,person,18.58,-16.34,2.46,24.86,-41.34,5.68,0.44,0.34,1.48,81,0.72,none,0.77
2026-06-29T12:00:09,2002,bicycle,-9.39,-30.75,1.27,32.17,-106.98,2.27,1.64,0.77,1.23,66,0.623,none,0.67
2026-06-29T12:00:09,2008,person,-26.41,-29.6,1.48,39.7,-131.73,2.13,0.66,0.34,1.59,65,0.706,none,0.75
2026-06-29T12:00:09,2007,cart,-5.19,65.89,1.77,66.12,94.5,1.53,0.96,0.67,1.1,60,0.491,none,0.53
2026-06-29T12:00:09,2006,person,-7.83,-6.9,1.81,10.6,-138.63,9.81,0.43,0.4,1.71,146,0.574,partial,0.52
2026-06-29T12:00:09,2011,unknown,46.48,33.84,1.55,57.52,36.06,1.55,2.33,0.83,1.05,156,0.431,none,0.53
2026-06-29T12:00:10,2010,unknown,-45.76,22.04,-0.07,50.79,154.28,-0.08,1.86,2.39,1.06,38,0.59,partial,0.47
2026-06-29T12:00:10,2005,person,12.4,32.7,-0.2,34.97,69.23,-0.33,0.68,0.65,1.88,78,0.494,partial,0.45
2026-06-29T12:00:10,2002,bicycle,-8.99,-30.61,1.3,31.93,-106.37,2.33,1.92,0.48,0.83,82,0.403,none,0.46
2026-06-29T12:00:11,2009,person,19.24,-16.22,2.47,25.29,-40.13,5.62,0.57,0.34,1.43,113,0.866,none,0.94
2026-06-29T12:00:11,2006,person,-7.73,-6.84,1.83,10.49,-138.5,10.04,0.62,0.33,1.48,20,0.567,partial,0.45
2026-06-29T12:00:11,2011,unknown,45.95,33.73,1.54,57.02,36.28,1.55,0.73,0.96,0.72,155,0.379,partial,0.45
2026-06-29T12:00:11,2001,person,1.98,63.8,-0.15,63.83,88.22,-0.13,0.57,0.37,1.96,91,0.355,partial,0.45
2026-06-29T12:00:11,2015,vehicle,-2.46,23.51,0.52,23.65,95.96,1.26,3.87,1.97,2.13,470,0.737,none,0.99
2026-06-29T12:00:11,2013,person,-55.51,0.33,1.5,55.53,179.66,1.55,0.52,0.5,1.68,40,0.611,none,0.64
2026-06-29T12:00:11,2014,bicycle,-55.02,-27.88,2.25,61.72,-153.13,2.09,1.45,0.77,1.24,185,0.378,none,0.5
2026-06-29T12:00:12,2011,unknown,45.43,33.75,1.51,56.62,36.61,1.53,0.96,0.45,0.97,91,0.106,none,0.45
2026-06-29T12:00:12,2002,bicycle,-8.66,-30.49,1.27,31.73,-105.86,2.3,1.63,0.71,1.21,76,0.628,none,0.68
2026-06-29T12:00:12,2005,person,11.97,32.45,-0.17,34.59,69.75,-0.29,0.44,0.32,1.78,171,0.45,none,0.56
2026-06-29T12:00:12,2008,person,-26.86,-30.04,1.5,40.33,-131.8,2.14,0.57,0.49,1.56,30,0.733,heavy,0.45
2026-06-29T12:00:12,2001,person,1.15,64.42,-0.15,64.43,88.98,-0.13,0.53,0.36,1.42,61,0.205,none,0.45
2026-06-29T12:00:13,2001,person,0.4,65.03,-0.16,65.03,89.65,-0.15,0.38,0.61,1.97,60,0.511,none,0.55
2026-06-29T12:00:13,2010,unknown,-45.34,21.28,-0.07,50.09,154.86,-0.08,1.54,2.5,2.4,172,0.553,none,0.67
2026-06-29T12:00:13,2014,bicycle,-54.35,-28.22,2.22,61.28,-152.56,2.07,1.48,0.48,1.23,147,0.304,none,0.45
2026-06-29T12:00:13,2012,person,33.81,-27.69,0.75,43.71,-39.32,0.99,0.71,0.38,1.86,152,0.361,none,0.46
2026-06-29T12:00:13,2006,person,-7.72,-6.97,1.81,10.56,-137.91,9.88,0.65,0.54,1.82,90,0.763,none,0.82
2026-06-29T12:00:14,2013,person,-54.93,0.67,1.49,54.96,179.3,1.56,0.51,0.51,1.62,100,0.483,none,0.55
2026-06-29T12:00:14,2001,person,-0.5,65.6,-0.19,65.6,90.44,-0.17,0.76,0.43,1.82,107,0.29,none,0.45
2026-06-29T12:00:14,2009,person,19.84,-16.25,2.49,25.76,-39.32,5.56,0.8,0.65,1.85,21,0.491,none,0.51
2026-06-29T12:00:14,2015,vehicle,-2.65,23.47,0.52,23.62,96.45,1.26,5.36,2.12,1.83,766,0.689,none,0.99
2026-06-29T12:00:14,2014,bicycle,-53.65,-28.36,2.24,60.72,-152.14,2.12,1.73,0.7,1.27,117,0.539,heavy,0.45
2026-06-29T12:00:14,2010,unknown,-44.87,20.41,-0.05,49.29,155.54,-0.05,1.59,1.23,1.95,29,0.325,heavy,0.45
2026-06-29T12:00:14,2006,person,-7.62,-6.97,1.81,10.48,-137.53,9.97,0.62,0.55,1.82,158,0.726,none,0.83
2026-06-29T12:00:14,2005,person,11.62,32.26,-0.17,34.29,70.2,-0.28,0.59,0.47,1.72,72,0.438,none,0.49
2026-06-29T12:00:14,2008,person,-27.21,-30.59,1.48,40.97,-131.65,2.06,0.41,0.57,1.66,157,0.731,none,0.84
2026-06-29T12:00:15,2014,bicycle,-53.08,-28.61,2.23,60.34,-151.68,2.12,1.73,0.51,1.35,71,0.559,partial,0.46
2026-06-29T12:00:15,2006,person,-7.43,-6.93,1.79,10.32,-137.01,10.01,0.6,0.33,1.8,105,0.584,none,0.65
2026-06-29T12:00:15,2008,person,-27.52,-31.12,1.46,41.57,-131.48,2.01,0.52,0.53,1.82,70,0.678,none,0.72
2026-06-29T12:00:15,2012,person,33.97,-27.94,0.74,43.99,-39.44,0.97,0.53,0.35,1.45,127,0.503,partial,0.45
2026-06-29T12:00:15,2005,person,11.18,32.0,-0.16,33.9,70.74,-0.26,0.73,0.68,1.82,85,0.565,partial,0.47
2026-06-29T12:00:15,2001,person,-1.46,66.31,-0.22,66.32,91.26,-0.19,0.36,0.38,1.48,94,0.373,none,0.45
2026-06-29T12:00:16,2006,person,-7.2,-6.96,1.81,10.18,-135.96,10.22,0.47,0.38,1.63,111,0.563,none,0.64
2026-06-29T12:00:16,2012,person,34.14,-28.33,0.71,44.37,-39.68,0.92,0.7,0.57,1.44,153,0.541,none,0.64
2026-06-29T12:00:16,2008,person,-27.96,-31.42,1.49,42.08,-131.67,2.02,0.52,0.61,1.47,158,0.412,none,0.52
2026-06-29T12:00:16,2005,person,10.58,31.77,-0.13,33.49,71.59,-0.23,0.8,0.5,1.51,55,0.52,none,0.56
2026-06-29T12:00:16,2015,vehicle,-2.89,23.47,0.54,23.66,97.01,1.31,4.51,1.69,1.44,581,0.61,partial,0.85
2026-06-29T12:00:16,2002,bicycle,-8.25,-30.44,1.28,31.56,-105.16,2.32,1.71,0.45,1.09,118,0.518,none,0.6
2026-06-29T12:00:16,2007,cart,-5.3,66.3,1.75,66.54,94.57,1.51,1.13,0.64,0.64,165,0.32,none,0.45
2026-06-29T12:00:16,2010,unknown,-44.46,19.77,-0.05,48.65,156.03,-0.05,0.4,1.31,1.37,178,0.404,none,0.52
2026-06-29T12:00:16,2004,vehicle,-38.63,-48.16,-0.1,61.74,-128.74,-0.1,3.96,1.71,2.08,852,0.302,none,0.87
2026-06-29T12:00:16,2014,bicycle,-52.43,-29.01,2.2,59.96,-151.04,2.11,1.59,0.59,1.39,71,0.407,none,0.45
2026-06-29T12:00:17,2006,person,-6.99,-6.87,1.79,9.96,-135.51,10.35,0.38,0.34,1.54,33,0.746,none,0.77
2026-06-29T12:00:17,2012,person,34.34,-28.66,0.72,44.73,-39.85,0.92,0.65,0.32,1.42,133,0.491,partial,0.45
2026-06-29T12:00:17,2010,unknown,-43.96,19.0,-0.07,47.89,156.62,-0.08,1.27,2.39,1.33,29,0.375,none,0.45
2026-06-29T12:00:17,2013,person,-54.2,1.14,1.49,54.23,178.79,1.57,0.79,0.32,1.56,164,0.468,none,0.58
2026-06-29T12:00:17,2004,vehicle,-38.01,-48.71,-0.08,61.79,-127.97,-0.07,4.45,2.28,1.38,333,0.279,none,0.5
2026-06-29T12:00:17,2009,person,20.53,-16.31,2.47,26.33,-38.46,5.38,0.69,0.39,1.52,156,0.643,none,0.75
2026-06-29T12:00:17,2002,bicycle,-7.73,-30.21,1.25,31.2,-104.36,2.3,1.45,0.72,1.24,64,0.355,none,0.45
2026-06-29T12:00:17,2015,vehicle,-3.29,23.48,0.52,23.71,97.99,1.26,4.44,2.22,1.77,823,0.649,none,0.99
2026-06-29T12:00:17,2011,unknown,44.71,33.86,1.49,56.1,37.14,1.52,1.42,0.65,2.29,58,0.495,partial,0.45
2026-06-29T12:00:18,2003,bicycle,3.6,21.7,1.08,22.02,80.57,2.81,1.86,0.58,1.26,72,0.449,none,0.5
2026-06-29T12:00:18,2010,unknown,-43.53,18.34,-0.09,47.23,157.15,-0.11,1.61,2.29,0.91,135,0.22,none,0.45
2026-06-29T12:00:18,2009,person,20.98,-16.19,2.45,26.61,-37.66,5.29,0.37,0.6,1.42,107,0.574,none,0.65
2026-06-29T12:00:19,2010,unknown,-43.12,17.7,-0.11,46.61,157.68,-0.14,0.86,0.99,2.38,161,0.559,none,0.67
2026-06-29T12:00:19,2013,person,-53.45,1.51,1.5,53.5,178.39,1.6,0.78,0.47,1.51,168,0.177,none,0.45
2026-06-29T12:00:19,2007,cart,-5.5,66.61,1.75,66.86,94.72,1.5,1.33,0.65,0.62,106,0.51,none,0.58
2026-06-29T12:00:19,2008,person,-28.22,-31.73,1.51,42.49,-131.65,2.04,0.77,0.4,1.9,98,0.48,none,0.55
2026-06-29T12:00:19,2002,bicycle,-7.31,-30.09,1.28,30.99,-103.66,2.36,1.84,0.74,0.93,109,0.495,none,0.57
2026-06-29T12:00:19,2014,bicycle,-52.03,-29.14,2.23,59.68,-150.75,2.14,1.8,0.62,1.25,190,0.459,partial,0.45
2026-06-29T12:00:19,2015,vehicle,-3.49,23.59,0.55,23.85,98.43,1.33,5.03,2.13,2.09,548,0.809,none,0.99
2026-06-29T12:00:19,2004,vehicle,-37.5,-49.3,-0.09,61.94,-127.26,-0.09,5.09,1.93,2.03,476,0.71,none,0.99
2026-06-29T12:00:19,2012,person,34.5,-29.07,0.71,45.12,-40.11,0.9,0.36,0.45,1.54,170,0.522,none,0.64
2026-06-29T12:00:20,2010,unknown,-42.55,17.04,-0.14,45.83,158.18,-0.17,0.8,1.77,1.77,93,0.548,none,0.61
2026-06-29T12:00:20,2004,vehicle,-36.81,-49.81,-0.09,61.94,-126.47,-0.08,4.11,2.14,1.38,332,0.397,heavy,0.45
2026-06-29T12:00:20,2003,bicycle,4.19,22.11,1.06,22.53,79.26,2.7,1.7,0.56,1.04,91,0.622,none,0.68
2026-06-29T12:00:20,2006,person,-6.77,-6.94,1.78,9.86,-134.29,10.4,0.69,0.42,1.57,131,0.881,none,0.97
2026-06-29T12:00:20,2002,bicycle,-6.98,-30.04,1.3,30.87,-103.07,2.4,1.96,0.49,1.35,38,0.536,partial,0.45
2026-06-29T12:00:20,2005,person,10.1,31.7,-0.11,33.27,72.33,-0.18,0.5,0.37,1.67,138,0.662,none,0.75
2026-06-29T12:00:20,2014,bicycle,-51.47,-29.49,2.24,59.36,-150.19,2.16,1.97,0.44,1.36,150,0.501,none,0.6
2026-06-29T12:00:21,2012,person,34.66,-29.5,0.71,45.52,-40.41,0.9,0.63,0.63,1.85,34,0.454,none,0.48
2026-06-29T12:00:21,2003,bicycle,4.68,22.55,1.03,23.05,78.28,2.56,1.85,0.73,1.34,219,0.478,none,0.62
2026-06-29T12:00:21,2015,vehicle,-3.89,23.74,0.56,24.07,99.31,1.32,4.53,1.66,1.85,332,0.621,none,0.84
2026-06-29T12:00:21,2007,cart,-5.68,66.86,1.72,67.13,94.86,1.47,0.88,0.51,0.81,61,0.226,none,0.45
2026-06-29T12:00:21,2005,person,9.69,31.51,-0.12,32.97,72.91,-0.21,0.44,0.38,1.89,89,0.5,none,0.56
2026-06-29T12:00:21,2008,person,-28.64,-32.02,1.52,42.99,-131.81,2.02,0.46,0.47,1.96,145,0.426,none,0.52
2026-06-29T12:00:21,2014,bicycle,-50.89,-29.79,2.24,59.01,-149.66,2.17,1.57,0.62,1.01,82,0.472,partial,0.45
2026-06-29T12:00:22,2006,person,-6.66,-6.97,1.77,9.8,-133.68,10.39,0.59,0.33,1.8,150,0.899,none,0.99
2026-06-29T12:00:22,2002,bicycle,-6.63,-29.87,1.27,30.63,-102.52,2.38,1.74,0.54,0.83,194,0.651,none,0.78
2026-06-29T12:00:22,2008,person,-29.0,-32.36,1.49,43.48,-131.86,1.96,0.66,0.37,1.67,152,0.447,none,0.55
2026-06-29T12:00:22,2007,cart,-5.91,67.22,1.73,67.5,95.03,1.47,1.55,0.78,0.67,46,0.074,none,0.45
2026-06-29T12:00:22,2005,person,9.04,31.36,-0.11,32.64,73.92,-0.19,0.63,0.49,1.62,175,0.702,none,0.82
2026-06-29T12:00:22,2004,vehicle,-36.3,-50.33,-0.11,62.06,-125.8,-0.1,3.71,2.24,1.99,443,0.24,none,0.54
2026-06-29T12:00:23,2002,bicycle,-6.33,-29.85,1.26,30.54,-101.98,2.36,1.6,0.49,0.82,200,0.472,none,0.61
2026-06-29T12:00:23,2004,vehicle,-35.86,-50.94,-0.1,62.29,-125.14,-0.09,5.24,1.8,2.07,194,0.261,partial,0.45
2026-06-29T12:00:23,2007,cart,-5.99,67.61,1.73,67.9,95.06,1.46,1.21,0.94,0.67,155,0.341,none,0.45
2026-06-29T12:00:23,2005,person,8.48,31.22,-0.12,32.35,74.8,-0.21,0.62,0.46,1.89,75,0.634,none,0.68
2026-06-29T12:00:23,2013,person,-52.76,1.78,1.47,52.81,178.06,1.6,0.53,0.4,1.9,41,0.347,partial,0.45
2026-06-29T12:00:23,2010,unknown,-42.11,16.39,-0.13,45.18,158.73,-0.16,1.39,1.43,0.89,57,0.615,partial,0.5
2026-06-29T12:00:24,2014,bicycle,-50.4,-30.1,2.24,58.74,-149.15,2.18,1.97,0.71,0.88,123,0.329,none,0.45
2026-06-29T12:00:24,2012,person,34.94,-29.9,0.72,45.99,-40.55,0.9,0.63,0.61,1.74,97,0.368,none,0.45
2026-06-29T12:00:24,2011,unknown,44.13,33.86,1.47,55.64,37.5,1.51,0.52,0.96,1.4,71,0.206,none,0.45
2026-06-29T12:00:24,2004,vehicle,-35.39,-51.26,-0.08,62.29,-124.62,-0.08,4.91,1.96,2.21,134,0.434,none,0.52
2026-06-29T12:00:24,2001,person,-2.4,67.05,-0.19,67.09,92.05,-0.16,0.39,0.59,1.74,107,0.566,none,0.64
2026-06-29T12:00:25,2001,person,-3.35,67.68,-0.2,67.77,92.84,-0.17,0.7,0.33,1.69,116,0.31,none,0.45
2026-06-29T12:00:25,2012,person,35.27,-30.16,0.7,46.41,-40.54,0.86,0.73,0.39,1.67,36,0.817,none,0.84
2026-06-29T12:00:25,2006,person,-6.53,-6.96,1.74,9.71,-133.16,10.35,0.48,0.66,1.6,30,0.811,none,0.83
2026-06-29T12:00:25,2010,unknown,-41.53,15.53,-0.1,44.34,159.5,-0.13,1.6,1.34,2.08,144,0.621,none,0.72
2026-06-29T12:00:25,2002,bicycle,-5.76,-29.65,1.23,30.23,-100.99,2.33,1.57,0.72,1.01,91,0.3,none,0.45
2026-06-29T12:00:25,2005,person,7.84,31.15,-0.11,32.12,75.87,-0.2,0.5,0.51,1.75,119,0.646,none,0.73
2026-06-29T12:00:25,2003,bicycle,5.4,22.98,1.04,23.63,76.78,2.51,1.58,0.5,0.87,112,0.458,none,0.53
2026-06-29T12:00:25,2008,person,-29.48,-32.79,1.48,44.12,-131.96,1.93,0.57,0.49,1.95,138,0.475,none,0.57
2026-06-29T12:00:26,2005,person,7.45,31.08,-0.1,31.96,76.53,-0.17,0.64,0.59,1.84,127,0.321,none,0.45
2026-06-29T12:00:26,2009,person,21.73,-16.23,2.44,27.23,-36.76,5.15,0.42,0.52,1.62,79,0.669,none,0.72
2026-06-29T12:00:26,2001,person,-4.22,68.33,-0.19,68.46,93.53,-0.16,0.37,0.49,1.75,29,0.35,none,0.45
2026-06-29T12:00:27,2005,person,6.9,30.85,-0.12,31.61,77.39,-0.21,0.38,0.6,1.59,152,0.481,none,0.58
2026-06-29T12:00:27,2009,person,22.3,-16.3,2.47,27.73,-36.16,5.11,0.51,0.45,1.85,50,0.684,none,0.72
2026-06-29T12:00:27,2011,unknown,43.42,33.78,1.5,55.03,37.89,1.56,0.7,1.97,1.46,78,0.526,none,0.58
2026-06-29T12:00:27,2007,cart,-6.02,68.01,1.72,68.3,95.05,1.44,1.12,0.53,1.08,214,0.379,partial,0.45
2026-06-29T12:00:27,2013,person,-52.05,2.14,1.45,52.11,177.65,1.6,0.78,0.52,1.78,35,0.462,partial,0.45
2026-06-29T12:00:28,2001,person,-5.08,69.08,-0.19,69.27,94.21,-0.16,0.76,0.32,1.46,48,0.525,partial,0.45
2026-06-29T12:00:28,2014,bicycle,-50.06,-30.44,2.23,58.63,-148.7,2.18,1.64,0.73,1.19,76,0.542,none,0.59
2026-06-29T12:00:28,2008,person,-29.96,-33.31,1.45,44.82,-131.97,1.86,0.6,0.4,1.77,163,0.685,none,0.79
2026-06-29T12:00:28,2006,person,-6.55,-6.8,1.77,9.61,-133.94,10.61,0.54,0.6,1.53,109,0.668,heavy,0.45
2026-06-29T12:00:28,2005,person,6.25,30.79,-0.13,31.42,78.52,-0.23,0.69,0.51,2.0,60,0.447,partial,0.45
2026-06-29T12:00:28,2009,person,22.76,-16.41,2.49,28.17,-35.79,5.08,0.67,0.37,1.46,95,0.59,none,0.65
